Request_ID,Customer_ID,Account_ID,Request_Type,Created_Date,Assigned_Team,Priority,SLA_Hours,Resolved_Date,Status,Resolution_Hours,Escalation_Flag
SR0011089,C000732,A0004789,Account Activation,2025-06-08 20:00:00,Cards Team,Low,72,2025-06-10 09:00:00,Resolved,37.0,No
SR0011090,C001732,A0005058,KYC Update,2024-12-17 19:00:00,Branch Ops,Medium,72,2024-12-18 16:00:00,Resolved,21.0,No
SR0011091,C004114,A0004014,Email Update,2024-05-21 20:00:00,Customer Service,Low,24,2024-05-22 20:00:00,Resolved,24.0,No
SR0011092,C002933,A0001725,KYC Update,2025-09-11 08:00:00,Customer Service,Medium,48,2025-09-14 12:00:00,Resolved,76.0,Yes
SR0011093,C003328,A0000893,Mobile Update,2024-09-14 05:00:00,Cards Team,Medium,72,2024-09-15 05:00:00,Resolved,24.0,No
SR0011094,C001010,A0003681,Account Activation,2025-09-09 17:00:00,Account Ops,Low,72,2025-09-10 14:00:00,Resolved,21.0,No
SR0011095,C002887,A0005194,Mobile Update,2026-06-07 09:00:00,KYC Team,Medium,48,,Pending,,No
SR0011096,C003285,A0005640,Debit Card Request,2025-08-11 02:00:00,Branch Ops,High,72,2025-08-12 03:00:00,Resolved,25.0,No
SR0011097,C003666,A0006194,Debit Card Request,2024-01-23 10:00:00,Cards Team,Medium,48,2024-01-23 15:00:00,Resolved,5.0,No
SR0011098,C000879,A0006441,Address Change,2026-03-27 04:00:00,KYC Team,High,24,2026-03-29 23:00:00,Resolved,67.0,Yes
SR0011099,C000281,A0000994,KYC Update,2024-10-12 10:00:00,KYC Team,High,24,2024-10-12 22:00:00,Closed,12.0,No
SR0011100,C001294,A0001975,Email Update,2025-09-06 11:00:00,Customer Service,Medium,72,2025-09-07 21:00:00,Closed,34.0,No
SR0011101,C000229,A0003806,Mobile Update,2025-01-23 01:00:00,Customer Service,Medium,72,2025-01-24 12:00:00,Resolved,35.0,No
SR0011102,C004526,A0002450,Account Activation,2026-03-24 10:00:00,Cards Team,Medium,24,2026-03-30 12:00:00,Resolved,146.0,Yes
SR0011103,C002323,A0001384,Address Change,2024-09-25 13:00:00,Branch Ops,Medium,72,,In Progress,,No
SR0011104,C001791,A0001739,Mobile Update,2026-05-13 19:00:00,KYC Team,Medium,72,2026-05-17 12:00:00,Closed,89.0,Yes
SR0011105,C003594,A0006444,Email Update,2026-04-30 05:00:00,KYC Team,Medium,24,2026-05-04 12:00:00,Resolved,103.0,Yes
SR0011106,C002759,A0001577,Debit Card Request,2025-02-04 09:00:00,Customer Service,High,24,2025-02-06 23:00:00,Resolved,62.0,Yes
SR0011107,C001548,A0002978,KYC Update,2025-04-27 21:00:00,Cards Team,Medium,48,2025-04-29 06:00:00,Resolved,33.0,No
SR0011108,C001484,A0004374,Debit Card Request,2024-10-26 12:00:00,KYC Team,Medium,48,2024-10-28 00:00:00,Resolved,36.0,No
SR0011109,C004610,A0004535,KYC Update,2025-08-14 08:00:00,Branch Ops,Medium,24,2025-08-15 05:00:00,Resolved,21.0,No
SR0011110,C004093,A0000134,KYC Update,2025-12-26 04:00:00,KYC Team,Medium,72,,Pending,,No
SR0011111,C001470,A0004019,Account Activation,2025-09-19 21:00:00,Account Ops,Medium,24,2025-09-22 02:00:00,Resolved,53.0,Yes
SR0011112,C004477,A0001012,Email Update,2025-11-19 20:00:00,KYC Team,Medium,48,2025-11-23 15:00:00,Resolved,91.0,Yes
SR0011113,C002424,A0005283,Address Change,2024-09-04 07:00:00,Account Ops,Medium,24,2024-09-04 19:00:00,Resolved,12.0,No
SR0011114,C002655,A0006297,Debit Card Request,2025-12-05 01:00:00,KYC Team,Medium,24,2025-12-08 15:00:00,Resolved,86.0,Yes
SR0011115,C000008,A0001837,Email Update,2024-11-05 15:00:00,Cards Team,Low,48,2024-11-05 20:00:00,Resolved,5.0,No
SR0011116,C003961,A0000259,Address Change,2026-05-19 01:00:00,Customer Service,Medium,48,2026-05-19 13:00:00,Resolved,12.0,No
SR0011117,C001894,A0002864,Mobile Update,2024-07-20 07:00:00,Customer Service,High,72,2024-07-23 05:00:00,Resolved,70.0,No
SR0011118,C002129,A0001111,Email Update,2024-01-23 22:00:00,Account Ops,Medium,72,2024-01-24 11:00:00,Resolved,13.0,No
SR0011119,C001783,A0004571,Name Change,2024-11-08 11:00:00,Customer Service,Medium,24,2024-11-11 01:00:00,Closed,62.0,Yes
SR0011120,C003950,A0006391,Debit Card Request,2025-03-23 04:00:00,Customer Service,High,24,,Pending,,No
SR0011121,C002334,A0002022,Debit Card Request,2025-11-12 00:00:00,KYC Team,Medium,72,2025-11-16 06:00:00,Resolved,102.0,Yes
SR0011122,C002825,A0002582,Email Update,2025-11-07 21:00:00,KYC Team,High,24,2025-11-10 19:00:00,Resolved,70.0,Yes
SR0011123,C002289,A0000171,Address Change,2024-05-25 22:00:00,Customer Service,Low,48,2024-05-27 11:00:00,Resolved,37.0,No
SR0011124,C004265,A0005008,Debit Card Request,2024-09-18 14:00:00,Branch Ops,Low,48,2024-09-18 21:00:00,Resolved,7.0,No
SR0011125,C000903,A0000196,Mobile Update,2026-06-21 18:00:00,KYC Team,High,48,,In Progress,,No
SR0011126,C003063,A0000048,KYC Update,2024-02-28 10:00:00,Cards Team,Medium,48,2024-03-01 05:00:00,Closed,43.0,No
SR0011127,C000988,A0003509,Debit Card Request,2025-02-12 09:00:00,Customer Service,High,24,2025-02-12 20:00:00,Resolved,11.0,No
SR0011128,C004275,A0000075,KYC Update,2025-06-16 16:00:00,KYC Team,Medium,24,2025-06-18 06:00:00,Resolved,38.0,Yes
SR0011129,C002318,A0002612,KYC Update,2024-03-06 17:00:00,Customer Service,Medium,48,2024-03-07 09:00:00,Resolved,16.0,No
SR0011130,C002718,A0001145,Account Closure,2024-03-15 15:00:00,Branch Ops,Medium,48,2024-03-16 16:00:00,Resolved,25.0,No
SR0011131,C001596,A0001981,Account Closure,2026-01-26 13:00:00,Customer Service,Medium,48,2026-01-27 08:00:00,Resolved,19.0,No
SR0011132,C000895,A0004957,KYC Update,2024-09-21 21:00:00,Customer Service,Medium,24,2024-09-21 23:00:00,Resolved,2.0,No
SR0011133,C001384,A0000164,Email Update,2026-04-03 02:00:00,KYC Team,Low,48,2026-04-04 12:00:00,Resolved,34.0,No
SR0011134,C000894,A0004390,Mobile Update,2024-02-14 23:00:00,Account Ops,Medium,48,2024-02-15 23:00:00,Resolved,24.0,No
SR0011135,C002103,A0004536,KYC Update,2025-12-14 14:00:00,Customer Service,High,24,2025-12-15 00:00:00,Resolved,10.0,No
SR0011136,C000799,A0002320,Account Activation,2026-03-12 08:00:00,KYC Team,Medium,72,2026-03-16 18:00:00,Closed,106.0,Yes
SR0011137,C004915,A0003732,Name Change,2024-05-23 23:00:00,Branch Ops,Low,72,2024-05-25 02:00:00,Resolved,27.0,No
SR0011138,C004650,A0003128,Account Activation,2024-02-15 07:00:00,KYC Team,Low,24,,Pending,,No
SR0011139,C003603,A0003823,Account Activation,2024-09-27 16:00:00,Branch Ops,Low,72,2024-09-29 16:00:00,Resolved,48.0,No
SR0011140,C000231,A0000784,Email Update,2025-12-29 19:00:00,KYC Team,Low,24,2026-01-02 09:00:00,Resolved,86.0,Yes
SR0011141,C003174,A0001888,Email Update,2024-04-21 04:00:00,KYC Team,Medium,72,2024-04-21 13:00:00,Resolved,9.0,No
SR0011142,C004643,A0005659,Mobile Update,2026-03-07 12:00:00,Branch Ops,Medium,24,2026-03-09 01:00:00,Resolved,37.0,Yes
SR0011143,C003829,A0000626,KYC Update,2024-07-28 02:00:00,KYC Team,Medium,48,,Pending,,No
SR0011144,C004671,A0002799,Debit Card Request,2025-10-05 19:00:00,KYC Team,High,24,2025-10-10 14:00:00,Resolved,115.0,Yes
SR0011145,C003389,A0000718,Debit Card Request,2026-01-08 15:00:00,Account Ops,Low,48,2026-01-10 19:00:00,Closed,52.0,Yes
SR0011146,C003673,A0006006,Address Change,2025-12-16 11:00:00,Branch Ops,Medium,48,2025-12-18 01:00:00,Closed,38.0,No
SR0011147,C004969,A0001444,KYC Update,2024-08-19 22:00:00,Account Ops,Medium,24,,In Progress,,No
SR0011148,C002765,A0004471,Email Update,2024-04-03 09:00:00,KYC Team,High,48,2024-04-04 23:00:00,Closed,38.0,No
SR0011149,C002161,A0003375,Mobile Update,2025-03-15 05:00:00,Customer Service,Medium,48,2025-03-17 04:00:00,Resolved,47.0,No
SR0011150,C004768,A0003482,Email Update,2025-03-19 10:00:00,Branch Ops,Medium,48,2025-03-19 17:00:00,Resolved,7.0,No
SR0011151,C004568,A0001224,KYC Update,2025-08-11 05:00:00,KYC Team,High,24,2025-08-12 13:00:00,Resolved,32.0,Yes
SR0011152,C003406,A0005986,Mobile Update,2024-02-04 00:00:00,Account Ops,Low,72,2024-02-04 16:00:00,Resolved,16.0,No
SR0011153,C003088,A0003694,Address Change,2024-09-29 05:00:00,KYC Team,Medium,72,2024-09-30 09:00:00,Resolved,28.0,No
SR0011154,C004740,A0000411,KYC Update,2024-02-28 00:00:00,Customer Service,Medium,24,2024-02-28 23:00:00,Resolved,23.0,No
SR0011155,C004607,A0005462,Email Update,2024-11-26 14:00:00,Branch Ops,Medium,24,2024-11-27 06:00:00,Closed,16.0,No
SR0011156,C003451,A0006498,Mobile Update,2024-12-01 08:00:00,Branch Ops,Medium,48,2024-12-03 14:00:00,Resolved,54.0,Yes
SR0011157,C002901,A0003886,Address Change,2024-07-21 12:00:00,KYC Team,Medium,48,2024-07-23 13:00:00,Resolved,49.0,Yes
SR0011158,C000716,A0003202,Address Change,2024-03-27 19:00:00,Account Ops,Medium,48,2024-03-28 00:00:00,Resolved,5.0,No
SR0011159,C000586,A0006201,KYC Update,2024-01-13 01:00:00,Cards Team,Medium,48,,In Progress,,No
SR0011160,C004489,A0000170,KYC Update,2024-11-20 00:00:00,KYC Team,Medium,48,,In Progress,,No
SR0011161,C003810,A0003175,Account Activation,2025-10-25 12:00:00,KYC Team,Medium,24,,Pending,,No
SR0011162,C004464,A0005488,Email Update,2025-10-01 22:00:00,Customer Service,Medium,72,2025-10-05 07:00:00,Resolved,81.0,Yes
SR0011163,C002825,A0002788,KYC Update,2025-11-20 03:00:00,Cards Team,Medium,72,2025-11-22 16:00:00,Resolved,61.0,No
SR0011164,C003541,A0006435,Email Update,2024-12-16 03:00:00,Cards Team,Medium,24,2024-12-17 05:00:00,Closed,26.0,Yes
SR0011165,C002493,A0006058,Name Change,2025-11-02 02:00:00,Customer Service,Low,72,,Pending,,No
SR0011166,C003031,A0000980,Email Update,2026-03-09 00:00:00,Branch Ops,Low,24,2026-03-11 02:00:00,Resolved,50.0,Yes
SR0011167,C002218,A0005805,Address Change,2024-03-07 07:00:00,KYC Team,High,48,2024-03-08 09:00:00,Resolved,26.0,No
SR0011168,C002348,A0004429,Account Closure,2024-07-15 02:00:00,KYC Team,Medium,48,2024-07-16 11:00:00,Resolved,33.0,No
SR0011169,C001251,A0004846,Account Closure,2026-06-02 15:00:00,Branch Ops,High,48,2026-06-04 21:00:00,Closed,54.0,Yes
SR0011170,C004027,A0001712,Debit Card Request,2025-07-13 05:00:00,Customer Service,Medium,48,2025-07-13 17:00:00,Resolved,12.0,No
SR0011171,C001824,A0005587,Debit Card Request,2025-04-05 13:00:00,KYC Team,Medium,48,2025-04-05 21:00:00,Resolved,8.0,No
SR0011172,C004997,A0001496,Account Activation,2025-05-03 17:00:00,Branch Ops,Low,48,2025-05-04 08:00:00,Resolved,15.0,No
SR0011173,C000070,A0001032,Mobile Update,2026-06-12 16:00:00,Branch Ops,Medium,24,2026-06-14 02:00:00,Resolved,34.0,Yes
SR0011174,C003144,A0006154,Email Update,2024-09-03 18:00:00,Account Ops,Medium,72,2024-09-04 02:00:00,Closed,8.0,No
SR0011175,C002196,A0001298,Mobile Update,2026-05-19 23:00:00,Branch Ops,Medium,24,2026-05-20 02:00:00,Resolved,3.0,No
SR0011176,C001449,A0003733,Account Closure,2025-02-28 19:00:00,Branch Ops,Medium,48,2025-03-02 19:00:00,Closed,48.0,No
SR0011177,C003189,A0005269,Account Activation,2024-06-03 17:00:00,Customer Service,High,48,2024-06-04 23:00:00,Resolved,30.0,No
SR0011178,C004372,A0005259,Debit Card Request,2025-10-10 23:00:00,KYC Team,High,24,2025-10-15 05:00:00,Resolved,102.0,Yes
SR0011179,C002286,A0005356,Address Change,2024-05-06 18:00:00,Customer Service,Medium,24,2024-05-07 22:00:00,Resolved,28.0,Yes
SR0011180,C001205,A0001357,KYC Update,2025-01-13 10:00:00,Customer Service,Medium,48,2025-01-14 05:00:00,Resolved,19.0,No
SR0011181,C004160,A0002985,Debit Card Request,2024-01-30 20:00:00,Cards Team,High,24,2024-01-31 10:00:00,Resolved,14.0,No
SR0011182,C001981,A0003566,Account Closure,2025-01-07 16:00:00,Account Ops,Low,48,2025-01-09 22:00:00,Resolved,54.0,Yes
SR0011183,C000175,A0006115,Account Closure,2025-06-12 19:00:00,Account Ops,Medium,48,2025-06-14 19:00:00,Resolved,48.0,No
SR0011184,C001595,A0004743,Account Activation,2026-06-15 07:00:00,KYC Team,Medium,24,2026-06-16 19:00:00,Resolved,36.0,Yes
SR0011185,C004617,A0003275,Mobile Update,2025-09-26 12:00:00,Customer Service,Medium,24,2025-09-28 08:00:00,Resolved,44.0,Yes
SR0011186,C001035,A0002442,KYC Update,2024-10-10 22:00:00,Customer Service,Medium,48,2024-10-11 02:00:00,Resolved,4.0,No
SR0011187,C004623,A0000500,Address Change,2025-11-29 19:00:00,Cards Team,Medium,24,,In Progress,,No
SR0011188,C004671,A0001161,Address Change,2026-06-17 07:00:00,Cards Team,Low,48,2026-06-20 03:00:00,Closed,68.0,Yes
SR0011189,C004660,A0000630,Account Closure,2025-09-22 11:00:00,Customer Service,Low,48,2025-09-23 20:00:00,Resolved,33.0,No
SR0011190,C000851,A0000477,Address Change,2024-09-13 00:00:00,Customer Service,Low,72,2024-09-15 08:00:00,Resolved,56.0,No
SR0011191,C004612,A0005027,Address Change,2024-11-15 08:00:00,KYC Team,Medium,48,2024-11-17 13:00:00,Resolved,53.0,Yes
SR0011192,C002691,A0004440,Email Update,2026-02-19 00:00:00,Cards Team,Medium,48,,Pending,,No
SR0011193,C002945,A0001193,KYC Update,2024-07-12 02:00:00,Cards Team,Low,24,,Pending,,No
SR0011194,C003340,A0003368,Mobile Update,2025-02-09 07:00:00,Cards Team,Medium,24,2025-02-10 09:00:00,Resolved,26.0,Yes
SR0011195,C004487,A0005489,Email Update,2026-03-11 17:00:00,Customer Service,Medium,48,2026-03-14 15:00:00,Resolved,70.0,Yes
SR0011196,C000621,A0003157,KYC Update,2025-03-21 04:00:00,KYC Team,Medium,72,2025-03-22 20:00:00,Resolved,40.0,No
SR0011197,C004001,A0005321,KYC Update,2025-06-18 18:00:00,Customer Service,Low,48,2025-06-19 11:00:00,Closed,17.0,No
SR0011198,C004249,A0003164,Debit Card Request,2026-01-21 07:00:00,Branch Ops,Low,48,2026-01-22 13:00:00,Resolved,30.0,No
SR0011199,C001625,A0005490,Account Activation,2024-04-04 06:00:00,Branch Ops,Medium,24,,In Progress,,No
SR0011200,C001844,A0001946,KYC Update,2025-10-18 12:00:00,Account Ops,Medium,48,2025-10-19 08:00:00,Resolved,20.0,No
SR0011201,C004876,A0000403,Account Closure,2026-04-22 17:00:00,Account Ops,Low,72,2026-04-23 23:00:00,Resolved,30.0,No
SR0011202,C000200,A0001451,Address Change,2024-03-05 21:00:00,Customer Service,Low,48,2024-03-06 15:00:00,Closed,18.0,Yes
SR0011203,C001509,A0006109,Mobile Update,2024-05-12 14:00:00,Cards Team,Medium,48,2024-05-13 00:00:00,Closed,10.0,No
SR0011204,C001006,A0003249,Email Update,2024-01-22 04:00:00,KYC Team,Low,48,2024-01-23 15:00:00,Closed,35.0,No
SR0011205,C001868,A0004436,Account Closure,2024-05-25 02:00:00,Cards Team,Medium,48,2024-05-25 12:00:00,Resolved,10.0,No
SR0011206,C003605,A0000984,Account Activation,2024-03-04 09:00:00,Cards Team,Low,48,2024-03-07 07:00:00,Closed,70.0,Yes
SR0011207,C000004,A0004399,KYC Update,2025-03-17 06:00:00,Customer Service,Low,48,2025-03-17 19:00:00,Closed,13.0,No
SR0011208,C004234,A0006417,KYC Update,2024-04-03 14:00:00,Account Ops,Medium,48,2024-04-04 12:00:00,Resolved,22.0,No
SR0011209,C000461,A0004030,Address Change,2025-06-29 13:00:00,KYC Team,Medium,24,2025-06-30 05:00:00,Resolved,16.0,No
SR0011210,C003275,A0006107,KYC Update,2024-12-19 16:00:00,KYC Team,Low,48,2024-12-20 09:00:00,Resolved,17.0,No
SR0011211,C001961,A0006471,Address Change,2024-03-20 16:00:00,KYC Team,Medium,72,2024-03-23 23:00:00,Resolved,79.0,Yes
SR0011212,C002743,A0001801,Name Change,2025-04-08 03:00:00,Cards Team,Medium,48,2025-04-10 02:00:00,Resolved,47.0,No
SR0011213,C004485,A0001697,Email Update,2025-09-13 19:00:00,Cards Team,Medium,24,2025-09-15 20:00:00,Resolved,49.0,Yes
SR0011214,C003733,A0002663,Email Update,2024-04-29 04:00:00,Account Ops,Low,48,2024-04-29 23:00:00,Resolved,19.0,No
SR0011215,C000681,A0004553,Mobile Update,2024-09-20 23:00:00,Customer Service,Medium,24,,Pending,,No
SR0011216,C003709,A0004016,Address Change,2024-01-01 09:00:00,Cards Team,Medium,24,,Pending,,No
SR0011217,C001232,A0002550,Address Change,2026-01-01 10:00:00,Customer Service,Low,48,,Pending,,No
SR0011218,C001399,A0003207,KYC Update,2026-04-21 03:00:00,Account Ops,Medium,24,2026-04-22 07:00:00,Closed,28.0,Yes
SR0011219,C000797,A0006338,Email Update,2024-11-12 02:00:00,Cards Team,Medium,24,2024-11-12 21:00:00,Closed,19.0,No
SR0011220,C001009,A0001932,Account Closure,2025-12-23 23:00:00,Customer Service,Low,48,2025-12-25 18:00:00,Resolved,43.0,No
SR0011221,C004239,A0002623,Account Activation,2026-01-10 09:00:00,Branch Ops,Medium,72,2026-01-11 11:00:00,Resolved,26.0,No
SR0011222,C004744,A0004821,Account Activation,2024-12-06 20:00:00,Customer Service,High,24,2024-12-09 12:00:00,Resolved,64.0,Yes
SR0011223,C003074,A0000517,Mobile Update,2025-06-25 06:00:00,Customer Service,Medium,24,2025-06-25 15:00:00,Closed,9.0,No
SR0011224,C002311,A0000721,Debit Card Request,2024-01-26 07:00:00,Cards Team,High,24,2024-01-28 10:00:00,Closed,51.0,Yes
SR0011225,C002902,A0003148,Mobile Update,2026-02-01 10:00:00,Cards Team,Medium,48,2026-02-05 11:00:00,Resolved,97.0,Yes
SR0011226,C004111,A0000736,Email Update,2024-02-15 18:00:00,Branch Ops,Low,48,2024-02-16 16:00:00,Resolved,22.0,No
SR0011227,C002306,A0005004,Debit Card Request,2024-11-18 04:00:00,Cards Team,Medium,24,2024-11-19 09:00:00,Resolved,29.0,Yes
SR0011228,C004482,A0005298,KYC Update,2024-03-28 21:00:00,Cards Team,Medium,24,2024-03-31 19:00:00,Closed,70.0,Yes
SR0011229,C003130,A0001334,KYC Update,2025-02-23 15:00:00,KYC Team,Medium,24,,Pending,,No
SR0011230,C003933,A0003566,Debit Card Request,2025-06-03 03:00:00,Branch Ops,Medium,72,2025-06-04 18:00:00,Resolved,39.0,No
SR0011231,C000305,A0005907,Address Change,2026-04-17 14:00:00,Branch Ops,Medium,24,2026-04-18 01:00:00,Resolved,11.0,No
SR0011232,C002879,A0002631,Debit Card Request,2024-03-07 20:00:00,Customer Service,High,48,2024-03-09 21:00:00,Resolved,49.0,Yes
SR0011233,C002249,A0000541,Email Update,2024-09-11 17:00:00,Customer Service,Low,72,2024-09-13 12:00:00,Resolved,43.0,No
SR0011234,C001065,A0004917,KYC Update,2024-11-12 20:00:00,Branch Ops,Medium,48,2024-11-14 03:00:00,Resolved,31.0,No
SR0011235,C004814,A0004504,Account Activation,2025-02-09 05:00:00,Account Ops,Medium,72,2025-02-10 05:00:00,Resolved,24.0,No
SR0011236,C000973,A0000166,KYC Update,2024-02-05 10:00:00,Customer Service,High,48,,In Progress,,No
SR0011237,C001759,A0003234,Debit Card Request,2026-06-07 10:00:00,Branch Ops,Medium,48,2026-06-08 05:00:00,Resolved,19.0,No
SR0011238,C001604,A0000854,Address Change,2024-06-29 06:00:00,Account Ops,Low,24,2024-07-02 04:00:00,Closed,70.0,Yes
SR0011239,C004665,A0000822,Address Change,2026-04-27 10:00:00,Branch Ops,Medium,24,,Pending,,No
SR0011240,C003023,A0003594,Debit Card Request,2026-03-19 17:00:00,Branch Ops,Medium,72,2026-03-21 04:00:00,Resolved,35.0,No
SR0011241,C003370,A0001666,Mobile Update,2024-10-30 13:00:00,Customer Service,Medium,48,2024-11-02 03:00:00,Resolved,62.0,Yes
SR0011242,C004241,A0004855,Address Change,2025-03-22 16:00:00,Account Ops,Low,24,2025-03-25 15:00:00,Closed,71.0,Yes
SR0011243,C001858,A0004377,Mobile Update,2025-07-20 05:00:00,Branch Ops,Medium,48,,In Progress,,No
SR0011244,C002001,A0000377,Account Activation,2025-10-14 11:00:00,Account Ops,Low,24,2025-10-17 20:00:00,Closed,81.0,Yes
SR0011245,C001518,A0000483,Debit Card Request,2025-03-31 04:00:00,Branch Ops,Medium,48,2025-04-02 03:00:00,Closed,47.0,No
SR0011246,C003575,A0004833,KYC Update,2024-10-17 04:00:00,Cards Team,High,48,2024-10-17 18:00:00,Resolved,14.0,Yes
SR0011247,C004775,A0000496,Name Change,2025-10-04 23:00:00,Branch Ops,Medium,24,,Pending,,No
SR0011248,C000976,A0000133,KYC Update,2024-09-01 21:00:00,Cards Team,Medium,24,2024-09-03 02:00:00,Resolved,29.0,Yes
SR0011249,C003997,A0004476,Account Activation,2026-05-15 05:00:00,KYC Team,Medium,48,2026-05-17 18:00:00,Resolved,61.0,Yes
SR0011250,C000269,A0003240,Mobile Update,2024-09-26 18:00:00,Customer Service,Medium,48,2024-09-28 02:00:00,Resolved,32.0,No
SR0011251,C001942,A0002589,Name Change,2026-03-07 15:00:00,Cards Team,Low,72,2026-03-09 20:00:00,Resolved,53.0,No
SR0011252,C000659,A0003870,Mobile Update,2025-09-26 11:00:00,Account Ops,Medium,24,2025-09-27 18:00:00,Closed,31.0,Yes
SR0011253,C003019,A0002953,Mobile Update,2025-03-26 11:00:00,Account Ops,High,24,2025-03-26 22:00:00,Closed,11.0,No
SR0011254,C001554,A0000356,Account Closure,2025-03-15 22:00:00,Customer Service,Medium,48,2025-03-16 19:00:00,Resolved,21.0,No
SR0011255,C000712,A0002144,Mobile Update,2024-08-09 08:00:00,Customer Service,Medium,24,2024-08-09 21:00:00,Resolved,13.0,No
SR0011256,C003700,A0000874,Mobile Update,2025-09-13 06:00:00,Cards Team,High,24,2025-09-15 01:00:00,Resolved,43.0,Yes
SR0011257,C001311,A0003673,Account Activation,2024-05-09 19:00:00,Account Ops,Medium,48,2024-05-10 13:00:00,Resolved,18.0,No
SR0011258,C000281,A0005492,KYC Update,2025-02-03 22:00:00,Account Ops,Low,48,,In Progress,,No
SR0011259,C003164,A0002798,Mobile Update,2026-03-16 08:00:00,Cards Team,Medium,24,2026-03-18 10:00:00,Resolved,50.0,Yes
SR0011260,C002896,A0005950,Address Change,2025-03-01 07:00:00,Account Ops,High,24,2025-03-03 06:00:00,Closed,47.0,Yes
SR0011261,C000248,A0003589,Account Closure,2026-02-03 01:00:00,Cards Team,High,24,2026-02-07 11:00:00,Resolved,106.0,Yes
SR0011262,C004376,A0002006,KYC Update,2024-02-08 21:00:00,Branch Ops,Medium,24,2024-02-10 09:00:00,Resolved,36.0,Yes
SR0011263,C002733,A0002975,Email Update,2025-12-04 13:00:00,Account Ops,Medium,48,2025-12-06 15:00:00,Resolved,50.0,Yes
SR0011264,C000756,A0004277,KYC Update,2026-01-30 16:00:00,Branch Ops,Medium,72,2026-02-02 23:00:00,Resolved,79.0,Yes
SR0011265,C002256,A0003080,KYC Update,2024-03-07 09:00:00,Customer Service,Medium,48,2024-03-07 21:00:00,Closed,12.0,No
SR0011266,C004955,A0002072,Email Update,2024-05-22 20:00:00,Branch Ops,Medium,24,2024-05-24 17:00:00,Resolved,45.0,Yes
SR0011267,C002504,A0003986,Address Change,2025-06-16 16:00:00,Account Ops,Medium,48,2025-06-17 14:00:00,Resolved,22.0,No
SR0011268,C001149,A0001862,Email Update,2025-11-30 18:00:00,KYC Team,Medium,72,2025-12-03 00:00:00,Resolved,54.0,No
SR0011269,C002059,A0003065,Debit Card Request,2026-02-07 03:00:00,KYC Team,High,24,2026-02-11 22:00:00,Closed,115.0,Yes
SR0011270,C000005,A0004608,Mobile Update,2025-12-13 03:00:00,Account Ops,Medium,24,2025-12-14 17:00:00,Resolved,38.0,Yes
SR0011271,C003240,A0001217,Account Activation,2026-03-03 16:00:00,Cards Team,Medium,24,2026-03-06 11:00:00,Resolved,67.0,Yes
SR0011272,C001967,A0004569,Account Closure,2024-03-14 12:00:00,KYC Team,Medium,24,2024-03-14 22:00:00,Resolved,10.0,No
SR0011273,C000148,A0004083,KYC Update,2025-02-17 13:00:00,Account Ops,High,48,2025-02-17 23:00:00,Resolved,10.0,No
SR0011274,C004509,A0002645,Account Activation,2025-11-14 22:00:00,KYC Team,Medium,48,,In Progress,,No
SR0011275,C003292,A0006126,KYC Update,2025-05-06 19:00:00,Cards Team,Medium,48,2025-05-09 18:00:00,Closed,71.0,Yes
SR0011276,C000712,A0001626,KYC Update,2025-05-10 07:00:00,Branch Ops,Medium,48,2025-05-11 05:00:00,Resolved,22.0,No
SR0011277,C004068,A0003108,KYC Update,2024-06-14 04:00:00,Customer Service,Medium,48,2024-06-14 16:00:00,Resolved,12.0,No
SR0011278,C004512,A0004678,KYC Update,2026-01-09 12:00:00,Account Ops,Medium,48,2026-01-13 01:00:00,Resolved,85.0,Yes
SR0011279,C001728,A0004184,Account Closure,2025-01-27 04:00:00,Account Ops,Medium,48,2025-01-27 07:00:00,Resolved,3.0,No
SR0011280,C003960,A0004658,Debit Card Request,2025-06-06 22:00:00,Customer Service,Medium,24,,Pending,,Yes
SR0011281,C001477,A0006291,KYC Update,2024-05-14 19:00:00,Branch Ops,Medium,48,2024-05-15 23:00:00,Closed,28.0,No
SR0011282,C000606,A0002883,Account Closure,2024-12-01 22:00:00,Customer Service,Low,48,2024-12-03 12:00:00,Resolved,38.0,No
SR0011283,C004343,A0002079,Name Change,2024-10-05 06:00:00,Customer Service,Low,48,2024-10-06 07:00:00,Resolved,25.0,No
SR0011284,C004674,A0006170,KYC Update,2025-08-10 18:00:00,KYC Team,Medium,48,2025-08-13 00:00:00,Resolved,54.0,Yes
SR0011285,C001712,A0000683,Debit Card Request,2025-06-07 21:00:00,KYC Team,Medium,72,2025-06-09 20:00:00,Resolved,47.0,No
SR0011286,C000912,A0001185,Debit Card Request,2025-10-30 06:00:00,KYC Team,High,72,2025-11-01 23:00:00,Resolved,65.0,No
SR0011287,C002938,A0001558,Mobile Update,2024-01-15 10:00:00,Branch Ops,Medium,24,2024-01-15 18:00:00,Resolved,8.0,No
SR0011288,C002095,A0004853,Account Activation,2025-08-27 20:00:00,Customer Service,Low,24,2025-08-30 09:00:00,Closed,61.0,Yes
SR0011289,C003687,A0001990,Email Update,2026-05-24 15:00:00,Account Ops,Medium,72,2026-05-27 05:00:00,Resolved,62.0,No
SR0011290,C001847,A0003489,Address Change,2025-03-21 19:00:00,Customer Service,Medium,48,2025-03-23 11:00:00,Resolved,40.0,No
SR0011291,C003591,A0002875,Mobile Update,2025-08-28 13:00:00,Customer Service,Medium,24,2025-08-29 11:00:00,Resolved,22.0,No
SR0011292,C001282,A0003965,Address Change,2026-06-05 14:00:00,Branch Ops,Medium,72,2026-06-06 10:00:00,Resolved,20.0,No
