Transaction_ID,Account_ID,Transaction_Date,Transaction_Type,Channel,Amount,Debit_Credit,Transaction_Status,Failure_Reason
T00044632,A0004790,2024-02-23 00:00:00,Purchase,ATM,2280.62,Credit,Success,
T00044633,A0005968,2026-05-23 00:00:00,Bill Payment,UPI,4286.01,Credit,Success,
T00044634,A0006199,2024-10-10 00:00:00,Transfer,Branch,733.95,Credit,Success,
T00044635,A0004957,2026-04-06 00:00:00,Transfer,ATM,23208.38,Credit,Success,
T00044636,A0001479,2025-10-11 00:00:00,Bill Payment,POS,4860.37,Debit,Success,
T00044637,A0003452,2026-02-20 00:00:00,Transfer,NEFT,1939.29,Debit,Success,
T00044638,A0005768,2024-08-12 00:00:00,Purchase,UPI,8357.71,Debit,Success,
T00044639,A0002167,2025-10-09 00:00:00,Cash Withdrawal,UPI,11800.99,Debit,Success,
T00044640,A0001520,2024-07-21 00:00:00,Purchase,IMPS,2828.72,Credit,Success,
T00044641,A0003430,2025-06-08 00:00:00,Purchase,IMPS,2794.43,Debit,Success,
T00044642,A0005143,2024-11-07 00:00:00,Bill Payment,IMPS,999.35,Debit,Success,
T00044643,A0006446,2026-01-28 00:00:00,Transfer,POS,6073.4,Debit,Success,
T00044644,A0003232,2026-06-30 00:00:00,Purchase,NEFT,11888.78,Debit,Failed,Limit Exceeded
T00044645,A0001265,2025-01-12 00:00:00,Transfer,Mobile Banking,2214.75,Credit,Failed,Limit Exceeded
T00044646,A0005322,2025-08-25 00:00:00,Purchase,UPI,3443.25,Debit,Success,
T00044647,A0001441,2025-08-23 00:00:00,Deposit,IMPS,2196.62,Debit,Success,
T00044648,A0005383,2024-01-05 00:00:00,Purchase,UPI,521.08,Debit,Success,
T00044649,A0005314,2024-09-06 00:00:00,Purchase,POS,2089.13,Debit,Failed,Timeout
T00044650,A0004685,2024-03-16 00:00:00,Deposit,UPI,11042.94,Debit,Success,
T00044651,A0003376,2026-06-13 00:00:00,Bill Payment,POS,11584.04,Credit,Success,
T00044652,A0002797,2025-08-02 00:00:00,Purchase,UPI,5898.28,Debit,Success,
T00044653,A0004069,2024-03-15 00:00:00,Bill Payment,UPI,4579.27,Debit,Success,
T00044654,A0004815,2024-06-09 00:00:00,Bill Payment,IMPS,3142.02,Credit,Success,
T00044655,A0002878,2025-12-09 00:00:00,Transfer,IMPS,10598.07,Debit,Success,
T00044656,A0002250,2024-05-04 00:00:00,Purchase,UPI,8313.1,Credit,Success,
T00044657,A0000185,2024-09-02 00:00:00,Cash Withdrawal,IMPS,3679.7,Debit,Success,
T00044658,A0003649,2026-01-07 00:00:00,Purchase,ATM,1721.59,Debit,Success,
T00044659,A0001079,2025-11-18 00:00:00,Transfer,UPI,457.05,Credit,Success,
T00044660,A0005005,2024-04-15 00:00:00,Purchase,IMPS,5281.18,Debit,Success,
T00044661,A0004137,2024-10-23 00:00:00,Purchase,UPI,3683.84,Credit,Success,
T00044662,A0000500,2025-07-23 00:00:00,Transfer,ATM,4275.7,Credit,Success,
T00044663,A0002653,2024-09-11 00:00:00,Transfer,UPI,4104.54,Debit,Success,
T00044664,A0002657,2026-05-08 00:00:00,Bill Payment,POS,2262.71,Debit,Success,
T00044665,A0000400,2026-02-06 00:00:00,Purchase,Branch,699.57,Debit,Success,
T00044666,A0005392,2025-01-04 00:00:00,Transfer,Mobile Banking,1793.77,Debit,Success,
T00044667,A0005791,2024-11-11 00:00:00,Purchase,NEFT,3942.7,Debit,Pending,
T00044668,A0000637,2026-06-16 00:00:00,Cash Withdrawal,UPI,5293.89,Debit,Success,
T00044669,A0004402,2024-11-10 00:00:00,Deposit,UPI,3914.07,Credit,Success,
T00044670,A0001303,2024-12-26 00:00:00,Transfer,ATM,5528.16,Debit,Success,
T00044671,A0005717,2024-07-01 00:00:00,Bill Payment,POS,3190.86,Debit,Success,
T00044672,A0002420,2025-01-05 00:00:00,Bill Payment,UPI,4427.89,Credit,Success,
T00044673,A0003818,2024-09-16 00:00:00,Purchase,Branch,1007.64,Debit,Success,
T00044674,A0002091,2026-04-22 00:00:00,Purchase,UPI,7525.29,Debit,Success,
T00044675,A0004691,2025-04-25 00:00:00,Bill Payment,UPI,552.29,Debit,Success,
T00044676,A0002546,2025-05-21 00:00:00,Purchase,Branch,3059.04,Debit,Failed,Limit Exceeded
T00044677,A0004054,2025-08-05 00:00:00,Cash Withdrawal,UPI,1106.0,Credit,Success,
T00044678,A0003871,2024-01-29 00:00:00,Purchase,IMPS,29188.39,Credit,Success,
T00044679,A0000665,2026-01-02 00:00:00,Transfer,IMPS,4619.08,Debit,Success,
T00044680,A0003131,2025-03-14 00:00:00,Bill Payment,UPI,3369.33,Debit,Success,
T00044681,A0001366,2024-07-30 00:00:00,Transfer,ATM,916.29,Debit,Success,
T00044682,A0004504,2026-04-07 00:00:00,Bill Payment,ATM,24670.86,Credit,Success,
T00044683,A0000423,2024-10-05 00:00:00,Transfer,POS,226.66,Credit,Success,
T00044684,A0000769,2024-12-04 00:00:00,Cash Withdrawal,NEFT,5024.65,Debit,Success,
T00044685,A0003616,2025-07-01 00:00:00,Purchase,UPI,1931.89,Debit,Success,
T00044686,A0001559,2025-02-02 00:00:00,Purchase,Mobile Banking,2517.1,Debit,Success,
T00044687,A0002654,2025-10-27 00:00:00,Deposit,POS,682.68,Credit,Success,
T00044688,A0003031,2025-07-12 00:00:00,Purchase,Mobile Banking,8114.93,Credit,Success,
T00044689,A0001599,2025-11-05 00:00:00,Purchase,UPI,11150.75,Debit,Success,
T00044690,A0006135,2026-02-05 00:00:00,Purchase,UPI,6007.11,Debit,Success,
T00044691,A0003100,2024-10-24 00:00:00,Cash Withdrawal,UPI,2014.3,Debit,Success,
T00044692,A0003626,2024-01-19 00:00:00,Deposit,NEFT,2706.8,Debit,Success,
T00044693,A0002255,2026-02-25 00:00:00,Cash Withdrawal,ATM,269.2,Credit,Success,
T00044694,A0002892,2025-09-02 00:00:00,Transfer,Mobile Banking,15474.62,Debit,Pending,
T00044695,A0006436,2025-09-17 00:00:00,Purchase,NEFT,7656.9,Credit,Success,
T00044696,A0001152,2024-02-27 00:00:00,Purchase,UPI,8364.36,Debit,Success,
T00044697,A0005236,2024-04-30 00:00:00,Purchase,POS,10255.73,Credit,Success,
T00044698,A0001085,2025-08-04 00:00:00,Transfer,UPI,1164.45,Credit,Success,
T00044699,A0006308,2025-10-07 00:00:00,Transfer,NEFT,13091.34,Debit,Success,
T00044700,A0002904,2025-06-21 00:00:00,Transfer,UPI,860.64,Debit,Success,
T00044701,A0006103,2025-11-03 00:00:00,Purchase,UPI,116.06,Debit,Success,
T00044702,A0001009,2025-10-27 00:00:00,Transfer,POS,798.46,Debit,Success,
T00044703,A0005120,2025-10-15 00:00:00,Transfer,UPI,13088.06,Debit,Success,
T00044704,A0001034,2024-06-18 00:00:00,Bill Payment,UPI,2512.82,Debit,Success,
T00044705,A0001757,2025-01-06 00:00:00,Cash Withdrawal,POS,1917.41,Debit,Success,
T00044706,A0000943,2025-09-19 00:00:00,Transfer,IMPS,7488.1,Credit,Success,
T00044707,A0005472,2025-06-19 00:00:00,Purchase,POS,2907.86,Debit,Success,
T00044708,A0002335,2024-04-19 00:00:00,Bill Payment,Mobile Banking,29991.82,Debit,Success,
T00044709,A0004148,2025-06-02 00:00:00,Transfer,UPI,1817.76,Debit,Success,
T00044710,A0002989,2024-10-09 00:00:00,Transfer,UPI,1951.22,Debit,Success,
T00044711,A0003426,2024-01-13 00:00:00,Purchase,UPI,4274.16,Debit,Success,
T00044712,A0003411,2024-02-01 00:00:00,Transfer,UPI,4129.17,Debit,Success,
T00044713,A0004851,2025-05-31 00:00:00,Cash Withdrawal,POS,2315.81,Debit,Success,
T00044714,A0004145,2025-08-27 00:00:00,Transfer,POS,64380.94,Credit,Success,
T00044715,A0004024,2024-12-27 00:00:00,Transfer,UPI,3135.08,Debit,Success,
T00044716,A0002829,2024-08-02 00:00:00,Bill Payment,POS,1279.9,Debit,Success,
T00044717,A0003813,2026-02-09 00:00:00,Transfer,POS,3646.58,Credit,Success,
T00044718,A0002373,2026-02-16 00:00:00,Transfer,UPI,458.4,Debit,Success,
T00044719,A0003933,2025-10-06 00:00:00,Transfer,UPI,1342.85,Credit,Success,
T00044720,A0004544,2025-01-24 00:00:00,Transfer,POS,2893.6,Debit,Success,
T00044721,A0004993,2024-06-18 00:00:00,Cash Withdrawal,UPI,3501.81,Debit,Success,
T00044722,A0002768,2024-12-04 00:00:00,Purchase,ATM,399.58,Credit,Success,
T00044723,A0004151,2024-05-18 00:00:00,Purchase,Mobile Banking,1495.58,Debit,Success,
T00044724,A0004978,2024-07-11 00:00:00,Cash Withdrawal,Branch,2497.42,Credit,Success,
T00044725,A0004786,2026-05-24 00:00:00,Cash Withdrawal,IMPS,6311.95,Debit,Success,
T00044726,A0002672,2026-03-03 00:00:00,Bill Payment,Mobile Banking,6033.32,Credit,Success,
T00044727,A0004322,2024-08-29 00:00:00,Transfer,UPI,2145.75,Debit,Success,
T00044728,A0001916,2024-12-03 00:00:00,Bill Payment,ATM,7288.8,Debit,Success,
T00044729,A0000914,2025-04-26 00:00:00,Cash Withdrawal,POS,7889.6,Credit,Success,
T00044730,A0005768,2024-01-31 00:00:00,Purchase,Branch,3272.42,Credit,Success,
T00044731,A0004361,2025-05-02 00:00:00,Transfer,ATM,2901.77,Credit,Success,
T00044732,A0002211,2026-03-27 00:00:00,Purchase,ATM,2357.98,Credit,Success,
T00044733,A0006499,2026-04-07 00:00:00,Purchase,NEFT,579.75,Debit,Pending,
T00044734,A0000086,2025-12-04 00:00:00,Purchase,POS,2481.1,Debit,Success,
T00044735,A0001423,2024-09-06 00:00:00,Cash Withdrawal,IMPS,5843.82,Debit,Success,
T00044736,A0006443,2024-12-31 00:00:00,Transfer,UPI,17889.62,Debit,Success,
T00044737,A0003388,2025-04-15 00:00:00,Transfer,Mobile Banking,2887.5,Credit,Success,
T00044738,A0005532,2025-12-01 00:00:00,Purchase,Mobile Banking,5198.37,Debit,Success,
T00044739,A0002865,2024-09-16 00:00:00,Bill Payment,Mobile Banking,11341.83,Credit,Success,
T00044740,A0002326,2025-03-25 00:00:00,Purchase,Mobile Banking,2678.18,Credit,Success,
T00044741,A0002936,2025-10-25 00:00:00,Purchase,UPI,1222.49,Debit,Success,
T00044742,A0000850,2025-04-04 00:00:00,Purchase,UPI,1867.92,Credit,Success,
T00044743,A0004885,2024-09-22 00:00:00,Bill Payment,Mobile Banking,3474.1,Debit,Success,
T00044744,A0002578,2024-03-12 00:00:00,Cash Withdrawal,Branch,1980.7,Debit,Success,
T00044745,A0001430,2025-11-24 00:00:00,Transfer,ATM,852.04,Credit,Failed,Insufficient Funds
T00044746,A0004143,2024-05-02 00:00:00,Transfer,UPI,5924.7,Debit,Success,
T00044747,A0006135,2024-03-14 00:00:00,Bill Payment,UPI,6814.06,Debit,Success,
T00044748,A0001014,2024-05-16 00:00:00,Purchase,POS,2425.48,Credit,Success,
T00044749,A0003107,2024-10-26 00:00:00,Purchase,POS,6550.0,Debit,Failed,Insufficient Funds
T00044750,A0002372,2026-01-01 00:00:00,Purchase,Mobile Banking,12696.36,Debit,Success,
T00044751,A0004949,2025-03-04 00:00:00,Transfer,IMPS,1670.24,Debit,Failed,Insufficient Funds
T00044752,A0006493,2025-08-04 00:00:00,Purchase,POS,2872.89,Debit,Success,
T00044753,A0001354,2025-04-16 00:00:00,Transfer,NEFT,5603.04,Debit,Success,
T00044754,A0002350,2025-02-28 00:00:00,Bill Payment,UPI,15301.22,Credit,Failed,Insufficient Funds
T00044755,A0005561,2024-11-14 00:00:00,Purchase,UPI,3831.34,Credit,Success,
T00044756,A0006315,2026-04-17 00:00:00,Bill Payment,POS,4379.71,Debit,Success,
T00044757,A0002815,2025-05-31 00:00:00,Deposit,Branch,15084.98,Debit,Success,
T00044758,A0003002,2025-03-16 00:00:00,Purchase,IMPS,5539.85,Debit,Success,
T00044759,A0002731,2024-08-07 00:00:00,Purchase,Mobile Banking,61307.72,Debit,Success,
T00044760,A0002678,2024-08-17 00:00:00,Deposit,POS,12612.69,Credit,Success,
T00044761,A0001298,2024-09-02 00:00:00,Cash Withdrawal,UPI,3793.18,Debit,Success,
T00044762,A0005221,2024-05-16 00:00:00,Bill Payment,NEFT,2288.19,Debit,Success,
T00044763,A0005587,2024-10-09 00:00:00,Transfer,NEFT,2015.21,Debit,Success,
T00044764,A0005650,2025-08-23 00:00:00,Transfer,UPI,12189.49,Credit,Success,
T00044765,A0005763,2025-05-01 00:00:00,Cash Withdrawal,UPI,10433.72,Debit,Success,
T00044766,A0005253,2025-06-17 00:00:00,Cash Withdrawal,Branch,3628.19,Credit,Success,
T00044767,A0004361,2024-07-01 00:00:00,Transfer,UPI,2440.82,Debit,Success,
T00044768,A0004610,2024-05-15 00:00:00,Transfer,UPI,1918.16,Debit,Success,
T00044769,A0004393,2025-05-01 00:00:00,Transfer,POS,13874.64,Credit,Success,
T00044770,A0000870,2026-04-13 00:00:00,Transfer,UPI,5765.12,Debit,Success,
T00044771,A0003765,2025-02-20 00:00:00,Bill Payment,UPI,9552.83,Debit,Success,
T00044772,A0001788,2025-06-27 00:00:00,Purchase,POS,3954.29,Debit,Success,
T00044773,A0002820,2025-02-26 00:00:00,Transfer,Mobile Banking,1058.76,Debit,Success,
T00044774,A0006316,2026-03-06 00:00:00,Transfer,IMPS,436.69,Debit,Success,
T00044775,A0004750,2025-01-13 00:00:00,Deposit,Mobile Banking,613.71,Credit,Success,
T00044776,A0000396,2024-09-28 00:00:00,Bill Payment,UPI,1577.99,Debit,Success,
T00044777,A0000827,2024-07-15 00:00:00,Bill Payment,NEFT,1096.1,Credit,Failed,Technical Error
T00044778,A0001083,2025-01-13 00:00:00,Purchase,UPI,2569.46,Debit,Success,
T00044779,A0003010,2025-08-18 00:00:00,Purchase,POS,2567.82,Debit,Success,
T00044780,A0003337,2025-02-03 00:00:00,Purchase,POS,1875.35,Debit,Success,
T00044781,A0005304,2025-12-05 00:00:00,Cash Withdrawal,Mobile Banking,412.07,Debit,Success,
T00044782,A0000456,2026-04-27 00:00:00,Transfer,Mobile Banking,5588.75,Credit,Success,
T00044783,A0003093,2025-09-04 00:00:00,Cash Withdrawal,Mobile Banking,2570.18,Debit,Success,
T00044784,A0001064,2025-07-17 00:00:00,Deposit,Mobile Banking,5146.9,Credit,Success,
T00044785,A0005913,2024-08-17 00:00:00,Cash Withdrawal,NEFT,1399.84,Debit,Success,
T00044786,A0002801,2025-11-13 00:00:00,Purchase,Mobile Banking,904.91,Debit,Success,
T00044787,A0004555,2025-08-30 00:00:00,Bill Payment,ATM,5212.55,Debit,Failed,Timeout
T00044788,A0001413,2024-11-23 00:00:00,Purchase,IMPS,384.66,Debit,Success,
T00044789,A0002120,2024-01-09 00:00:00,Purchase,Branch,5368.63,Credit,Success,
T00044790,A0004379,2025-07-21 00:00:00,Deposit,UPI,2387.58,Debit,Success,
T00044791,A0003398,2024-04-25 00:00:00,Purchase,ATM,1883.51,Credit,Success,
T00044792,A0001363,2024-02-16 00:00:00,Purchase,IMPS,1232.22,Debit,Success,
T00044793,A0003482,2024-09-13 00:00:00,Transfer,UPI,587.04,Debit,Success,
T00044794,A0006391,2024-07-30 00:00:00,Deposit,UPI,4755.69,Debit,Success,
T00044795,A0002058,2025-07-01 00:00:00,Cash Withdrawal,UPI,9934.19,Debit,Success,
T00044796,A0005328,2025-11-16 00:00:00,Bill Payment,Mobile Banking,2874.64,Debit,Success,
T00044797,A0004737,2025-07-22 00:00:00,Purchase,UPI,22103.94,Debit,Success,
T00044798,A0002823,2024-05-31 00:00:00,Transfer,Branch,15362.09,Debit,Success,
T00044799,A0004696,2024-06-19 00:00:00,Transfer,Mobile Banking,7374.56,Debit,Success,
T00044800,A0001557,2025-09-07 00:00:00,Cash Withdrawal,ATM,969.7,Debit,Failed,Technical Error
T00044801,A0004587,2025-11-24 00:00:00,Transfer,UPI,645.75,Debit,Success,
T00044802,A0001012,2025-02-08 00:00:00,Bill Payment,Mobile Banking,2188.24,Credit,Success,
T00044803,A0003646,2025-11-07 00:00:00,Cash Withdrawal,UPI,5613.49,Credit,Success,
T00044804,A0000174,2026-05-02 00:00:00,Bill Payment,UPI,13101.3,Debit,Success,
T00044805,A0005327,2025-03-13 00:00:00,Bill Payment,IMPS,5779.84,Debit,Success,
T00044806,A0004932,2026-02-19 00:00:00,Transfer,Mobile Banking,12592.5,Debit,Success,
T00044807,A0002459,2025-12-26 00:00:00,Deposit,POS,3031.05,Debit,Success,
T00044808,A0003344,2026-02-05 00:00:00,Bill Payment,POS,3477.69,Credit,Success,
T00044809,A0004689,2025-11-19 00:00:00,Bill Payment,UPI,5152.82,Debit,Success,
T00044810,A0000163,2025-03-16 00:00:00,Transfer,UPI,7717.57,Debit,Success,
T00044811,A0004616,2025-09-22 00:00:00,Purchase,IMPS,2922.25,Debit,Success,
T00044812,A0000601,2024-12-21 00:00:00,Deposit,ATM,2253.04,Debit,Success,
T00044813,A0001866,2026-04-02 00:00:00,Bill Payment,UPI,6964.03,Credit,Success,
T00044814,A0000397,2024-08-15 00:00:00,Transfer,POS,3830.16,Debit,Success,
T00044815,A0004360,2024-03-26 00:00:00,Purchase,NEFT,11776.18,Debit,Success,
T00044816,A0003081,2026-01-03 00:00:00,Bill Payment,ATM,24944.35,Debit,Success,
T00044817,A0001202,2024-05-24 00:00:00,Purchase,NEFT,7199.96,Credit,Success,
T00044818,A0004428,2024-12-01 00:00:00,Transfer,NEFT,2395.91,Debit,Success,
T00044819,A0002127,2025-02-22 00:00:00,Deposit,POS,19563.66,Debit,Success,
T00044820,A0005867,2024-11-24 00:00:00,Purchase,ATM,4225.84,Debit,Success,
T00044821,A0003772,2024-09-16 00:00:00,Transfer,POS,3018.28,Debit,Success,
T00044822,A0004118,2024-04-20 00:00:00,Bill Payment,ATM,1269.01,Debit,Success,
T00044823,A0002970,2026-02-27 00:00:00,Transfer,Mobile Banking,6411.3,Debit,Failed,Insufficient Funds
T00044824,A0005481,2024-08-26 00:00:00,Transfer,IMPS,2274.81,Credit,Failed,Authentication Failed
T00044825,A0004042,2025-06-19 00:00:00,Bill Payment,Mobile Banking,616.49,Debit,Success,
T00044826,A0003495,2025-09-25 00:00:00,Transfer,Mobile Banking,4756.92,Credit,Success,
T00044827,A0005123,2025-09-12 00:00:00,Deposit,NEFT,4999.54,Credit,Success,
T00044828,A0004797,2024-10-03 00:00:00,Transfer,NEFT,3191.17,Debit,Success,
T00044829,A0004535,2026-04-27 00:00:00,Transfer,IMPS,10973.0,Debit,Success,
T00044830,A0001672,2026-03-06 00:00:00,Deposit,ATM,2701.27,Debit,Success,
T00044831,A0001477,2025-10-09 00:00:00,Transfer,POS,4606.77,Credit,Success,
T00044832,A0000039,2026-03-21 00:00:00,Purchase,UPI,568.37,Debit,Success,
T00044833,A0001991,2026-06-29 00:00:00,Bill Payment,NEFT,1142.03,Debit,Success,
T00044834,A0003246,2024-12-02 00:00:00,Bill Payment,NEFT,1226.76,Debit,Success,
T00044835,A0003608,2025-12-06 00:00:00,Purchase,POS,3622.57,Credit,Success,
T00044836,A0001740,2024-10-21 00:00:00,Transfer,UPI,443.22,Debit,Success,
T00044837,A0006057,2025-08-29 00:00:00,Cash Withdrawal,IMPS,6595.02,Credit,Success,
T00044838,A0004943,2026-04-18 00:00:00,Purchase,UPI,8139.21,Credit,Success,
T00044839,A0000225,2024-10-11 00:00:00,Deposit,ATM,1005.72,Debit,Success,
T00044840,A0001983,2025-11-16 00:00:00,Purchase,ATM,3094.77,Debit,Success,
T00044841,A0002919,2025-11-15 00:00:00,Purchase,ATM,6106.42,Debit,Success,
T00044842,A0002112,2024-12-16 00:00:00,Transfer,ATM,752.44,Debit,Failed,Timeout
T00044843,A0000726,2025-01-29 00:00:00,Transfer,IMPS,1571.12,Credit,Success,
T00044844,A0001997,2025-09-14 00:00:00,Transfer,UPI,631.11,Debit,Success,
T00044845,A0001126,2026-05-12 00:00:00,Deposit,Branch,9617.31,Credit,Success,
T00044846,A0004772,2025-03-29 00:00:00,Deposit,UPI,14327.76,Debit,Success,
T00044847,A0004492,2026-03-02 00:00:00,Deposit,UPI,9628.71,Debit,Success,
T00044848,A0001040,2024-04-07 00:00:00,Purchase,Mobile Banking,8296.97,Debit,Success,
T00044849,A0003563,2024-03-13 00:00:00,Transfer,ATM,2784.46,Debit,Success,
T00044850,A0001497,2026-01-01 00:00:00,Purchase,Mobile Banking,3270.91,Credit,Success,
T00044851,A0003906,2026-06-12 00:00:00,Transfer,UPI,1037.9,Debit,Success,
T00044852,A0004213,2025-05-13 00:00:00,Bill Payment,NEFT,917.03,Debit,Success,
T00044853,A0000900,2025-01-12 00:00:00,Transfer,UPI,8076.05,Credit,Success,
T00044854,A0002200,2025-07-24 00:00:00,Bill Payment,Mobile Banking,25421.15,Credit,Success,
T00044855,A0000225,2024-10-14 00:00:00,Transfer,Mobile Banking,12766.54,Debit,Success,
T00044856,A0005121,2024-03-21 00:00:00,Transfer,Mobile Banking,4348.63,Debit,Success,
T00044857,A0002299,2024-11-12 00:00:00,Purchase,UPI,971.86,Debit,Success,
T00044858,A0001054,2026-03-04 00:00:00,Deposit,ATM,2297.75,Credit,Success,
T00044859,A0004703,2024-07-04 00:00:00,Bill Payment,ATM,1110.23,Credit,Success,
T00044860,A0002006,2024-11-06 00:00:00,Bill Payment,Mobile Banking,5927.57,Credit,Success,
T00044861,A0000367,2024-12-23 00:00:00,Purchase,Mobile Banking,2783.44,Debit,Success,
T00044862,A0003296,2024-04-05 00:00:00,Bill Payment,Mobile Banking,10126.6,Credit,Success,
T00044863,A0001523,2026-04-12 00:00:00,Transfer,UPI,1301.82,Credit,Success,
T00044864,A0003224,2025-12-06 00:00:00,Transfer,IMPS,2296.91,Credit,Success,
T00044865,A0001093,2024-12-28 00:00:00,Purchase,UPI,15188.55,Debit,Success,
T00044866,A0001292,2025-03-26 00:00:00,Deposit,UPI,12014.48,Debit,Failed,Insufficient Funds
T00044867,A0003758,2026-06-26 00:00:00,Purchase,ATM,4195.34,Debit,Success,
T00044868,A0003518,2025-02-14 00:00:00,Transfer,IMPS,23523.73,Debit,Success,
T00044869,A0005707,2025-11-18 00:00:00,Purchase,UPI,4039.68,Debit,Success,
T00044870,A0004537,2024-03-06 00:00:00,Purchase,UPI,6586.61,Debit,Failed,Insufficient Funds
T00044871,A0003302,2025-07-04 00:00:00,Purchase,POS,2274.09,Credit,Success,
T00044872,A0004160,2026-05-21 00:00:00,Transfer,UPI,14363.91,Debit,Success,
T00044873,A0004648,2024-08-08 00:00:00,Transfer,Mobile Banking,1951.63,Credit,Success,
T00044874,A0004099,2024-11-22 00:00:00,Transfer,UPI,2924.01,Debit,Success,
T00044875,A0002448,2024-07-22 00:00:00,Bill Payment,POS,1592.14,Credit,Success,
T00044876,A0005003,2024-06-25 00:00:00,Transfer,ATM,1194.4,Debit,Success,
T00044877,A0006415,2025-02-21 00:00:00,Bill Payment,ATM,636.88,Credit,Success,
T00044878,A0001888,2026-04-24 00:00:00,Purchase,Branch,1725.03,Debit,Success,
T00044879,A0002460,2025-05-05 00:00:00,Purchase,ATM,319.2,Debit,Success,
T00044880,A0001761,2026-03-30 00:00:00,Transfer,ATM,935.22,Debit,Success,
T00044881,A0000147,2024-08-22 00:00:00,Bill Payment,Mobile Banking,2066.53,Debit,Success,
T00044882,A0002379,2026-06-20 00:00:00,Transfer,UPI,1029.69,Debit,Success,
T00044883,A0005567,2025-10-05 00:00:00,Bill Payment,Branch,3771.35,Credit,Success,
T00044884,A0003842,2025-07-09 00:00:00,Deposit,ATM,406.41,Debit,Success,
T00044885,A0005968,2025-05-25 00:00:00,Purchase,UPI,567.91,Debit,Success,
T00044886,A0003431,2025-09-30 00:00:00,Transfer,UPI,5483.47,Debit,Success,
T00044887,A0003353,2024-12-01 00:00:00,Bill Payment,IMPS,4356.21,Debit,Success,
T00044888,A0003602,2025-01-14 00:00:00,Deposit,UPI,4527.68,Debit,Success,
T00044889,A0000227,2024-07-27 00:00:00,Cash Withdrawal,IMPS,5074.04,Debit,Success,
T00044890,A0005182,2026-03-18 00:00:00,Purchase,Mobile Banking,1902.89,Credit,Success,
T00044891,A0001965,2025-03-15 00:00:00,Purchase,Branch,18273.57,Credit,Success,
T00044892,A0000795,2025-05-08 00:00:00,Purchase,ATM,4789.12,Credit,Success,
T00044893,A0003266,2026-05-10 00:00:00,Deposit,UPI,808.35,Debit,Success,
T00044894,A0005431,2024-08-14 00:00:00,Purchase,Mobile Banking,1655.46,Debit,Success,
T00044895,A0001268,2025-06-17 00:00:00,Purchase,UPI,10300.66,Credit,Success,
T00044896,A0001152,2025-05-07 00:00:00,Purchase,ATM,604.29,Debit,Success,
T00044897,A0003436,2025-02-22 00:00:00,Cash Withdrawal,ATM,1250.89,Debit,Success,
T00044898,A0005969,2026-06-08 00:00:00,Deposit,NEFT,1648.17,Credit,Success,
T00044899,A0003386,2025-11-20 00:00:00,Purchase,Mobile Banking,1036.47,Debit,Success,
T00044900,A0001000,2024-12-29 00:00:00,Purchase,NEFT,1290.12,Debit,Success,
T00044901,A0000244,2026-05-19 00:00:00,Purchase,POS,4616.57,Debit,Success,
T00044902,A0004452,2024-04-18 00:00:00,Purchase,Mobile Banking,1732.43,Credit,Success,
T00044903,A0000736,2025-03-24 00:00:00,Bill Payment,UPI,4610.41,Debit,Success,
T00044904,A0004742,2025-07-21 00:00:00,Bill Payment,Mobile Banking,4808.56,Debit,Success,
T00044905,A0002652,2026-01-19 00:00:00,Transfer,Branch,2037.31,Debit,Success,
T00044906,A0005745,2026-05-20 00:00:00,Bill Payment,IMPS,6835.4,Debit,Success,
T00044907,A0005239,2024-04-19 00:00:00,Bill Payment,UPI,2032.85,Debit,Success,
T00044908,A0001523,2025-02-17 00:00:00,Transfer,POS,3751.66,Credit,Success,
T00044909,A0003520,2025-03-30 00:00:00,Bill Payment,IMPS,19149.49,Debit,Failed,Insufficient Funds
T00044910,A0000928,2025-09-05 00:00:00,Bill Payment,UPI,255.88,Debit,Success,
T00044911,A0004347,2026-04-09 00:00:00,Transfer,UPI,3053.67,Debit,Success,
T00044912,A0000350,2026-01-15 00:00:00,Purchase,Branch,2380.09,Debit,Success,
T00044913,A0001062,2026-02-16 00:00:00,Purchase,UPI,15183.09,Debit,Success,
T00044914,A0004229,2025-07-18 00:00:00,Transfer,POS,3162.8,Debit,Success,
T00044915,A0002076,2026-03-09 00:00:00,Transfer,UPI,4899.91,Debit,Success,
T00044916,A0001930,2024-12-06 00:00:00,Cash Withdrawal,UPI,848.97,Debit,Success,
T00044917,A0006042,2024-01-11 00:00:00,Purchase,ATM,246.83,Debit,Success,
T00044918,A0002943,2025-08-25 00:00:00,Bill Payment,ATM,7826.34,Debit,Failed,Technical Error
T00044919,A0004811,2024-10-30 00:00:00,Purchase,IMPS,10905.4,Credit,Success,
T00044920,A0001949,2024-08-09 00:00:00,Deposit,UPI,5090.62,Debit,Success,
T00044921,A0005817,2024-01-19 00:00:00,Bill Payment,NEFT,8706.63,Debit,Success,
T00044922,A0005618,2024-04-09 00:00:00,Transfer,POS,621.06,Credit,Success,
T00044923,A0004020,2026-02-08 00:00:00,Purchase,ATM,3200.96,Debit,Success,
T00044924,A0003075,2025-12-18 00:00:00,Transfer,IMPS,1268.17,Credit,Success,
T00044925,A0001438,2025-03-21 00:00:00,Purchase,Branch,19758.36,Credit,Success,
T00044926,A0002208,2025-01-28 00:00:00,Deposit,UPI,2968.14,Debit,Success,
T00044927,A0005065,2024-01-31 00:00:00,Bill Payment,Mobile Banking,21878.08,Credit,Success,
T00044928,A0002347,2026-06-01 00:00:00,Purchase,UPI,26095.23,Credit,Success,
