Loan_ID,Customer_ID,Branch_ID,Loan_Type,Application_Date,Loan_Amount,Loan_Status,Approval_Date,Disbursement_Date,Interest_Rate,Tenure_Months,Outstanding_Amount,Credit_Score_Band
L001630,C004738,B005,Vehicle,2024-07-08 00:00:00,94200.0,Disbursed,2024-07-11 00:00:00,2024-07-15 00:00:00,17.72,60,53553.47,600-699
L001631,C001347,B018,Home,2024-07-19 00:00:00,1553200.0,Disbursed,2024-07-21 00:00:00,2024-07-24 00:00:00,15.03,240,947667.34,750+
L001632,C001611,B029,Personal,2024-03-17 00:00:00,83900.0,Disbursed,2024-03-22 00:00:00,2024-03-27 00:00:00,11.53,36,22780.85,700-749
L001633,C003866,B023,Education,2024-08-08 00:00:00,301800.0,Disbursed,2024-08-09 00:00:00,2024-08-11 00:00:00,15.25,180,227236.22,600-699
L001634,C003081,B017,Vehicle,2023-02-02 00:00:00,7586500.0,Disbursed,2023-02-13 00:00:00,2023-02-17 00:00:00,15.03,24,4521944.04,750+
L001635,C000378,B002,Home,2026-03-14 00:00:00,1193300.0,Disbursed,2026-03-21 00:00:00,2026-03-23 00:00:00,17.12,180,1101410.71,750+
L001636,C002502,B005,Personal,2023-03-01 00:00:00,210900.0,Rejected,,,15.72,180,0.0,750+
L001637,C002642,B028,Education,2025-04-01 00:00:00,637700.0,Disbursed,2025-04-02 00:00:00,2025-04-11 00:00:00,8.23,120,232738.86,600-699
L001638,C004846,B006,Vehicle,2023-08-05 00:00:00,545000.0,Disbursed,2023-08-16 00:00:00,2023-08-24 00:00:00,13.53,60,462548.82,600-699
L001639,C003179,B021,Education,2025-01-31 00:00:00,1683600.0,Disbursed,2025-02-01 00:00:00,2025-02-08 00:00:00,17.56,240,1380471.24,700-749
L001640,C000849,B009,Home,2025-08-08 00:00:00,110200.0,Disbursed,2025-08-15 00:00:00,2025-08-24 00:00:00,15.44,48,64004.92,600-699
L001641,C000231,B028,Personal,2023-07-17 00:00:00,456300.0,Approved,2023-07-27 00:00:00,,8.69,24,0.0,750+
L001642,C000716,B028,Personal,2025-02-02 00:00:00,130700.0,Disbursed,2025-02-06 00:00:00,2025-02-08 00:00:00,8.89,24,124012.78,700-749
L001643,C000080,B026,Personal,2023-07-19 00:00:00,355500.0,Disbursed,2023-08-02 00:00:00,2023-08-07 00:00:00,12.13,60,137357.61,600-699
L001644,C001174,B008,Personal,2025-05-15 00:00:00,1082900.0,Rejected,,,8.46,24,0.0,600-699
L001645,C001835,B025,Home,2024-08-01 00:00:00,591000.0,Disbursed,2024-08-08 00:00:00,2024-08-12 00:00:00,16.61,48,247990.16,700-749
L001646,C000230,B003,Vehicle,2024-04-20 00:00:00,209100.0,Closed,2024-04-21 00:00:00,2024-04-23 00:00:00,17.47,12,0.0,700-749
L001647,C003145,B026,Personal,2025-12-17 00:00:00,526400.0,Disbursed,2025-12-26 00:00:00,2025-12-30 00:00:00,13.21,12,478917.77,<600
L001648,C001317,B008,Education,2023-10-04 00:00:00,721800.0,Closed,2023-10-08 00:00:00,2023-10-09 00:00:00,16.89,120,0.0,700-749
L001649,C000586,B020,Home,2023-04-30 00:00:00,1037600.0,Disbursed,2023-05-13 00:00:00,2023-05-22 00:00:00,15.72,120,924566.5,600-699
L001650,C001414,B029,Personal,2023-07-20 00:00:00,1312500.0,Approved,2023-08-02 00:00:00,,10.73,24,0.0,750+
L001651,C000318,B016,Home,2025-10-27 00:00:00,315900.0,Rejected,,,13.42,240,0.0,750+
L001652,C002516,B004,Home,2023-12-22 00:00:00,494600.0,Disbursed,2024-01-03 00:00:00,2024-01-07 00:00:00,17.75,36,124196.7,750+
L001653,C004873,B007,Vehicle,2026-04-02 00:00:00,624200.0,Rejected,,,15.06,48,0.0,750+
L001654,C003975,B012,Personal,2023-05-27 00:00:00,865600.0,Rejected,,,13.1,24,0.0,600-699
L001655,C002204,B010,Home,2024-07-20 00:00:00,380500.0,Rejected,,,7.87,12,0.0,600-699
L001656,C004055,B028,Personal,2026-01-19 00:00:00,184500.0,Disbursed,2026-01-28 00:00:00,2026-02-02 00:00:00,13.68,36,109875.49,700-749
L001657,C000610,B009,Vehicle,2025-10-31 00:00:00,253200.0,Rejected,,,11.82,36,0.0,600-699
L001658,C000128,B016,Vehicle,2026-05-06 00:00:00,147100.0,Disbursed,2026-05-20 00:00:00,2026-05-22 00:00:00,11.73,24,121458.93,750+
L001659,C004216,B014,Personal,2025-04-27 00:00:00,491800.0,Disbursed,2025-05-09 00:00:00,2025-05-15 00:00:00,9.93,60,224647.43,700-749
L001660,C001509,B005,Home,2023-03-01 00:00:00,633700.0,Disbursed,2023-03-15 00:00:00,2023-03-21 00:00:00,11.11,48,423305.72,700-749
L001661,C002485,B004,Personal,2024-11-03 00:00:00,3409100.0,Approved,2024-11-16 00:00:00,,17.0,12,0.0,700-749
L001662,C003092,B008,Personal,2023-11-24 00:00:00,2356600.0,Approved,2023-12-06 00:00:00,,13.09,48,0.0,<600
L001663,C000653,B026,Personal,2025-08-02 00:00:00,458700.0,Disbursed,2025-08-03 00:00:00,2025-08-05 00:00:00,15.29,240,190470.21,600-699
L001664,C001735,B003,Business,2024-10-03 00:00:00,728000.0,Disbursed,2024-10-15 00:00:00,2024-10-23 00:00:00,7.89,120,348501.34,600-699
L001665,C002069,B022,Home,2026-01-29 00:00:00,453200.0,Rejected,,,12.47,36,0.0,750+
L001666,C002345,B013,Home,2023-03-11 00:00:00,134800.0,Disbursed,2023-03-25 00:00:00,2023-03-31 00:00:00,8.84,12,60609.23,750+
L001667,C002750,B006,Vehicle,2026-06-05 00:00:00,905800.0,Closed,2026-06-08 00:00:00,2026-06-13 00:00:00,14.55,12,0.0,750+
L001668,C003701,B007,Personal,2023-12-23 00:00:00,359400.0,Disbursed,2024-01-01 00:00:00,2024-01-02 00:00:00,11.04,48,233498.33,700-749
L001669,C000377,B025,Business,2025-04-15 00:00:00,152600.0,Approved,2025-04-27 00:00:00,,11.37,60,0.0,700-749
L001670,C001247,B015,Home,2026-05-21 00:00:00,1049500.0,Disbursed,2026-05-31 00:00:00,2026-06-01 00:00:00,16.21,180,338113.1,600-699
L001671,C002541,B011,Personal,2023-01-23 00:00:00,66500.0,Disbursed,2023-02-03 00:00:00,2023-02-04 00:00:00,12.8,48,55968.56,700-749
L001672,C000527,B028,Vehicle,2024-10-20 00:00:00,1075900.0,Disbursed,2024-11-03 00:00:00,2024-11-09 00:00:00,12.51,24,695450.85,700-749
L001673,C004244,B016,Personal,2024-07-03 00:00:00,108900.0,Disbursed,2024-07-12 00:00:00,2024-07-20 00:00:00,12.46,60,72773.27,600-699
L001674,C000514,B009,Vehicle,2025-08-01 00:00:00,2266900.0,Disbursed,2025-08-06 00:00:00,2025-08-13 00:00:00,10.57,24,1260301.69,750+
L001675,C001973,B011,Home,2023-08-21 00:00:00,2819900.0,Rejected,,,15.63,180,0.0,600-699
L001676,C000384,B008,Home,2025-09-11 00:00:00,714400.0,Disbursed,2025-09-18 00:00:00,2025-09-20 00:00:00,8.62,60,236501.95,600-699
L001677,C003924,B029,Personal,2024-06-27 00:00:00,437500.0,Closed,2024-07-11 00:00:00,2024-07-18 00:00:00,15.77,12,0.0,750+
L001678,C002353,B027,Vehicle,2024-09-21 00:00:00,1150300.0,Disbursed,2024-09-22 00:00:00,2024-09-23 00:00:00,16.59,180,722329.87,<600
L001679,C002431,B013,Personal,2026-05-02 00:00:00,242600.0,Approved,2026-05-03 00:00:00,,13.14,60,0.0,<600
L001680,C004644,B007,Personal,2025-06-03 00:00:00,577000.0,Closed,2025-06-05 00:00:00,2025-06-13 00:00:00,7.81,60,0.0,750+
L001681,C000760,B002,Personal,2023-09-10 00:00:00,195300.0,Disbursed,2023-09-12 00:00:00,2023-09-18 00:00:00,13.47,12,120858.59,700-749
L001682,C002015,B025,Vehicle,2024-11-02 00:00:00,353500.0,Closed,2024-11-07 00:00:00,2024-11-10 00:00:00,9.11,12,0.0,600-699
L001683,C004255,B030,Personal,2026-05-28 00:00:00,743500.0,Disbursed,2026-06-03 00:00:00,2026-06-06 00:00:00,17.62,48,326862.7,750+
L001684,C003416,B014,Vehicle,2024-04-05 00:00:00,590600.0,Rejected,,,15.23,180,0.0,600-699
L001685,C003483,B012,Personal,2025-10-14 00:00:00,929900.0,Disbursed,2025-10-24 00:00:00,2025-11-01 00:00:00,13.48,120,826097.68,700-749
L001686,C003030,B005,Personal,2025-06-19 00:00:00,184800.0,Rejected,,,9.67,24,0.0,750+
L001687,C002873,B007,Home,2025-04-26 00:00:00,1638600.0,Disbursed,2025-05-06 00:00:00,2025-05-14 00:00:00,17.84,60,504310.99,700-749
L001688,C001546,B024,Home,2023-03-24 00:00:00,196300.0,Disbursed,2023-03-25 00:00:00,2023-04-03 00:00:00,15.24,36,79337.08,700-749
L001689,C001372,B029,Personal,2026-02-03 00:00:00,1017000.0,Rejected,,,10.19,240,0.0,750+
L001690,C001620,B022,Home,2026-05-18 00:00:00,936400.0,Disbursed,2026-05-24 00:00:00,2026-05-29 00:00:00,13.74,48,723373.22,700-749
L001691,C000157,B029,Home,2025-04-04 00:00:00,225900.0,Disbursed,2025-04-16 00:00:00,2025-04-25 00:00:00,10.01,60,200390.84,700-749
L001692,C001873,B015,Business,2025-05-07 00:00:00,354600.0,Disbursed,2025-05-20 00:00:00,2025-05-26 00:00:00,9.24,240,309509.09,750+
L001693,C000268,B015,Personal,2023-09-25 00:00:00,78800.0,Closed,2023-10-01 00:00:00,2023-10-06 00:00:00,12.4,12,0.0,600-699
L001694,C001734,B025,Personal,2026-06-29 00:00:00,386700.0,Disbursed,2026-07-13 00:00:00,2026-07-22 00:00:00,7.07,120,306798.01,700-749
L001695,C003902,B030,Vehicle,2025-09-02 00:00:00,1053200.0,Closed,2025-09-05 00:00:00,2025-09-07 00:00:00,14.9,12,0.0,700-749
L001696,C000371,B013,Home,2023-08-26 00:00:00,1299200.0,Rejected,,,12.74,60,0.0,600-699
L001697,C002904,B015,Home,2025-08-10 00:00:00,1560200.0,Disbursed,2025-08-19 00:00:00,2025-08-24 00:00:00,7.92,180,473990.54,700-749
L001698,C004129,B023,Home,2024-03-18 00:00:00,325500.0,Disbursed,2024-03-31 00:00:00,2024-04-06 00:00:00,10.97,240,254967.14,700-749
L001699,C001439,B001,Vehicle,2026-05-11 00:00:00,236100.0,Rejected,,,11.62,12,0.0,700-749
L001700,C000813,B021,Business,2026-06-21 00:00:00,245800.0,Disbursed,2026-07-05 00:00:00,2026-07-11 00:00:00,10.82,48,130664.07,750+
L001701,C000074,B022,Home,2025-07-25 00:00:00,922500.0,Rejected,,,10.93,180,0.0,750+
L001702,C003978,B020,Education,2023-04-06 00:00:00,579800.0,Disbursed,2023-04-15 00:00:00,2023-04-24 00:00:00,13.29,24,399055.05,750+
L001703,C000339,B008,Vehicle,2025-10-04 00:00:00,5856100.0,Closed,2025-10-05 00:00:00,2025-10-13 00:00:00,11.7,60,0.0,750+
L001704,C001384,B026,Home,2026-02-26 00:00:00,882900.0,Disbursed,2026-03-06 00:00:00,2026-03-12 00:00:00,8.62,24,577113.0,750+
L001705,C001928,B015,Vehicle,2025-05-02 00:00:00,2596200.0,Rejected,,,16.46,240,0.0,600-699
L001706,C004031,B019,Home,2023-11-30 00:00:00,679100.0,Rejected,,,14.84,60,0.0,700-749
L001707,C004224,B009,Personal,2024-04-20 00:00:00,75200.0,Disbursed,2024-04-22 00:00:00,2024-04-24 00:00:00,17.57,24,36307.98,600-699
L001708,C000702,B014,Home,2025-10-06 00:00:00,1371100.0,Disbursed,2025-10-15 00:00:00,2025-10-24 00:00:00,9.0,48,725813.12,600-699
L001709,C002271,B026,Home,2023-07-18 00:00:00,790600.0,Disbursed,2023-07-25 00:00:00,2023-07-26 00:00:00,16.11,12,697821.84,<600
L001710,C004421,B026,Home,2025-02-26 00:00:00,370700.0,Rejected,,,9.91,48,0.0,700-749
L001711,C001338,B024,Home,2024-01-31 00:00:00,127900.0,Rejected,,,7.03,12,0.0,750+
L001712,C000891,B030,Business,2023-03-01 00:00:00,1597300.0,Approved,2023-03-07 00:00:00,,16.45,12,0.0,<600
L001713,C003277,B015,Personal,2023-05-01 00:00:00,182400.0,Disbursed,2023-05-08 00:00:00,2023-05-17 00:00:00,11.73,36,160611.07,600-699
L001714,C004641,B021,Home,2024-11-21 00:00:00,129900.0,Disbursed,2024-12-04 00:00:00,2024-12-09 00:00:00,12.73,120,70664.39,750+
L001715,C002900,B030,Home,2023-07-30 00:00:00,559200.0,Rejected,,,12.15,120,0.0,600-699
L001716,C004974,B021,Personal,2025-11-23 00:00:00,89600.0,Disbursed,2025-11-27 00:00:00,2025-12-04 00:00:00,7.05,24,50017.29,600-699
L001717,C001006,B015,Personal,2023-12-09 00:00:00,679600.0,Disbursed,2023-12-18 00:00:00,2023-12-25 00:00:00,9.16,48,211145.83,750+
L001718,C001438,B006,Home,2023-08-08 00:00:00,726100.0,Disbursed,2023-08-19 00:00:00,2023-08-26 00:00:00,11.57,24,327792.52,700-749
L001719,C001346,B030,Personal,2025-06-08 00:00:00,787500.0,Rejected,,,8.14,60,0.0,700-749
L001720,C002282,B020,Personal,2024-02-15 00:00:00,368700.0,Closed,2024-02-26 00:00:00,2024-03-05 00:00:00,17.38,120,0.0,750+
L001721,C004161,B020,Personal,2024-01-25 00:00:00,77300.0,Disbursed,2024-02-04 00:00:00,2024-02-12 00:00:00,11.5,24,40581.64,750+
L001722,C001726,B004,Personal,2023-03-21 00:00:00,158700.0,Disbursed,2023-04-02 00:00:00,2023-04-11 00:00:00,9.41,36,91282.7,750+
L001723,C001091,B006,Home,2023-09-08 00:00:00,875000.0,Disbursed,2023-09-12 00:00:00,2023-09-21 00:00:00,17.18,240,350282.92,600-699
L001724,C002040,B010,Vehicle,2023-06-11 00:00:00,378400.0,Disbursed,2023-06-15 00:00:00,2023-06-23 00:00:00,17.88,180,139658.65,700-749
L001725,C002938,B023,Personal,2024-04-12 00:00:00,2211700.0,Closed,2024-04-16 00:00:00,2024-04-17 00:00:00,14.81,240,0.0,700-749
L001726,C002252,B010,Home,2023-11-15 00:00:00,1053700.0,Disbursed,2023-11-22 00:00:00,2023-12-01 00:00:00,15.22,60,631920.79,700-749
L001727,C003551,B028,Education,2025-10-16 00:00:00,1118800.0,Disbursed,2025-10-21 00:00:00,2025-10-30 00:00:00,13.59,240,1047778.05,700-749
L001728,C004063,B022,Home,2026-04-26 00:00:00,244100.0,Disbursed,2026-05-07 00:00:00,2026-05-11 00:00:00,16.26,36,132583.67,750+
L001729,C002661,B012,Home,2025-12-08 00:00:00,465000.0,Rejected,,,10.33,48,0.0,700-749
L001730,C004204,B028,Business,2024-11-14 00:00:00,444500.0,Disbursed,2024-11-24 00:00:00,2024-12-02 00:00:00,12.43,120,265121.34,700-749
L001731,C001599,B024,Vehicle,2024-10-06 00:00:00,814400.0,Disbursed,2024-10-13 00:00:00,2024-10-21 00:00:00,12.17,240,388269.09,750+
L001732,C003805,B018,Home,2024-12-31 00:00:00,1016600.0,Disbursed,2025-01-09 00:00:00,2025-01-18 00:00:00,14.4,24,468966.41,700-749
L001733,C002704,B020,Personal,2025-01-16 00:00:00,595400.0,Disbursed,2025-01-29 00:00:00,2025-02-03 00:00:00,10.99,12,261992.6,750+
L001734,C002070,B002,Personal,2023-08-03 00:00:00,1004700.0,Disbursed,2023-08-04 00:00:00,2023-08-07 00:00:00,12.72,240,893833.7,600-699
L001735,C002712,B025,Vehicle,2026-04-23 00:00:00,1039700.0,Disbursed,2026-04-24 00:00:00,2026-05-03 00:00:00,13.6,36,637035.99,700-749
L001736,C002027,B006,Vehicle,2025-02-03 00:00:00,190400.0,Approved,2025-02-04 00:00:00,,11.27,36,0.0,750+
L001737,C003979,B019,Personal,2023-02-22 00:00:00,196900.0,Disbursed,2023-03-08 00:00:00,2023-03-10 00:00:00,17.09,12,93624.41,700-749
L001738,C004486,B003,Home,2024-12-13 00:00:00,246200.0,Rejected,,,12.37,240,0.0,600-699
L001739,C003672,B024,Personal,2023-03-26 00:00:00,445700.0,Rejected,,,12.28,24,0.0,700-749
L001740,C004332,B013,Personal,2025-10-12 00:00:00,379600.0,Disbursed,2025-10-24 00:00:00,2025-10-28 00:00:00,10.26,120,98404.91,600-699
L001741,C001806,B005,Personal,2024-08-13 00:00:00,643400.0,Disbursed,2024-08-20 00:00:00,2024-08-24 00:00:00,11.86,60,336092.86,750+
L001742,C000710,B023,Home,2023-03-27 00:00:00,498000.0,Rejected,,,12.1,36,0.0,700-749
L001743,C003043,B011,Vehicle,2023-01-27 00:00:00,1241900.0,Disbursed,2023-02-07 00:00:00,2023-02-10 00:00:00,17.47,240,1165497.07,600-699
L001744,C000596,B007,Home,2023-11-14 00:00:00,2092500.0,Disbursed,2023-11-25 00:00:00,2023-11-30 00:00:00,15.17,120,962433.94,600-699
L001745,C001079,B017,Business,2024-06-18 00:00:00,1099800.0,Rejected,,,15.31,24,0.0,700-749
L001746,C003863,B022,Business,2025-06-26 00:00:00,689000.0,Disbursed,2025-07-06 00:00:00,2025-07-13 00:00:00,9.07,240,492079.19,600-699
L001747,C003076,B013,Personal,2026-06-15 00:00:00,161600.0,Rejected,,,11.97,240,0.0,600-699
L001748,C002737,B019,Home,2023-11-14 00:00:00,744300.0,Rejected,,,7.57,180,0.0,700-749
L001749,C004654,B002,Home,2025-02-06 00:00:00,358200.0,Closed,2025-02-19 00:00:00,2025-02-25 00:00:00,7.77,48,0.0,700-749
L001750,C004282,B008,Personal,2025-03-10 00:00:00,93800.0,Rejected,,,13.88,60,0.0,700-749
L001751,C000987,B003,Education,2025-03-15 00:00:00,302100.0,Disbursed,2025-03-24 00:00:00,2025-03-29 00:00:00,11.11,12,79324.81,700-749
L001752,C001482,B007,Vehicle,2023-10-01 00:00:00,1191100.0,Disbursed,2023-10-02 00:00:00,2023-10-10 00:00:00,7.24,180,898902.68,700-749
L001753,C004940,B020,Personal,2024-09-28 00:00:00,173300.0,Disbursed,2024-10-01 00:00:00,2024-10-02 00:00:00,13.26,60,79551.4,600-699
L001754,C002143,B024,Personal,2024-07-24 00:00:00,915100.0,Disbursed,2024-07-27 00:00:00,2024-07-31 00:00:00,12.92,24,541177.6,600-699
L001755,C002499,B028,Personal,2025-05-12 00:00:00,1376200.0,Disbursed,2025-05-26 00:00:00,2025-05-31 00:00:00,11.57,48,850348.45,600-699
L001756,C001832,B019,Home,2023-07-26 00:00:00,1129000.0,Approved,2023-07-31 00:00:00,,8.35,24,0.0,600-699
L001757,C002609,B020,Home,2023-11-25 00:00:00,588200.0,Disbursed,2023-12-09 00:00:00,2023-12-14 00:00:00,17.81,240,482335.55,600-699
L001758,C000645,B010,Personal,2025-05-13 00:00:00,247800.0,Disbursed,2025-05-21 00:00:00,2025-05-30 00:00:00,7.19,240,140321.66,700-749
L001759,C002190,B003,Vehicle,2025-01-12 00:00:00,410700.0,Disbursed,2025-01-16 00:00:00,2025-01-22 00:00:00,9.0,240,166548.37,750+
L001760,C002363,B028,Personal,2025-12-01 00:00:00,444500.0,Disbursed,2025-12-13 00:00:00,2025-12-20 00:00:00,15.88,12,407248.84,750+
L001761,C003022,B028,Personal,2023-07-25 00:00:00,60000.0,Disbursed,2023-08-03 00:00:00,2023-08-06 00:00:00,12.67,24,15087.33,600-699
L001762,C003239,B029,Business,2024-06-12 00:00:00,2464600.0,Closed,2024-06-19 00:00:00,2024-06-20 00:00:00,12.69,120,0.0,750+
L001763,C002497,B002,Home,2023-12-10 00:00:00,158800.0,Rejected,,,16.48,36,0.0,750+
L001764,C004382,B005,Education,2023-03-22 00:00:00,427300.0,Approved,2023-04-03 00:00:00,,11.18,24,0.0,700-749
L001765,C002128,B029,Personal,2024-10-09 00:00:00,3098500.0,Disbursed,2024-10-22 00:00:00,2024-10-26 00:00:00,17.82,48,999410.02,750+
L001766,C004290,B010,Vehicle,2023-03-29 00:00:00,213700.0,Approved,2023-03-31 00:00:00,,8.67,24,0.0,<600
L001767,C003580,B019,Vehicle,2024-12-12 00:00:00,220800.0,Disbursed,2024-12-15 00:00:00,2024-12-24 00:00:00,9.5,240,191882.22,<600
L001768,C001343,B023,Personal,2025-07-21 00:00:00,86900.0,Disbursed,2025-07-27 00:00:00,2025-08-01 00:00:00,10.24,48,59987.29,750+
L001769,C002167,B011,Personal,2026-04-16 00:00:00,679900.0,Rejected,,,16.96,12,0.0,750+
L001770,C000438,B001,Home,2024-08-07 00:00:00,237500.0,Rejected,,,15.29,180,0.0,600-699
L001771,C002089,B015,Vehicle,2026-06-06 00:00:00,379000.0,Rejected,,,17.16,48,0.0,600-699
L001772,C000626,B009,Personal,2024-07-09 00:00:00,777200.0,Rejected,,,13.01,60,0.0,600-699
L001773,C002476,B002,Education,2025-02-03 00:00:00,74400.0,Disbursed,2025-02-13 00:00:00,2025-02-16 00:00:00,11.86,180,50714.46,700-749
L001774,C003542,B014,Education,2024-02-26 00:00:00,341400.0,Approved,2024-02-29 00:00:00,,17.72,180,0.0,700-749
L001775,C004120,B017,Business,2023-03-19 00:00:00,111700.0,Disbursed,2023-03-31 00:00:00,2023-04-01 00:00:00,16.63,240,47952.81,750+
L001776,C004003,B004,Education,2026-02-14 00:00:00,1031400.0,Disbursed,2026-02-26 00:00:00,2026-03-02 00:00:00,16.41,24,767854.03,700-749
L001777,C001659,B007,Personal,2023-07-04 00:00:00,196500.0,Disbursed,2023-07-11 00:00:00,2023-07-17 00:00:00,11.77,60,66503.54,750+
L001778,C001562,B009,Education,2025-11-21 00:00:00,1267900.0,Disbursed,2025-11-26 00:00:00,2025-12-04 00:00:00,12.23,48,409287.19,600-699
L001779,C004233,B016,Personal,2024-01-23 00:00:00,187000.0,Approved,2024-02-06 00:00:00,,9.58,60,0.0,750+
L001780,C002849,B019,Home,2024-05-03 00:00:00,142100.0,Rejected,,,12.39,240,0.0,750+
L001781,C000256,B002,Personal,2024-06-27 00:00:00,875400.0,Disbursed,2024-07-11 00:00:00,2024-07-14 00:00:00,17.54,36,232580.07,750+
L001782,C002475,B025,Vehicle,2025-10-22 00:00:00,83500.0,Disbursed,2025-10-24 00:00:00,2025-10-25 00:00:00,13.33,120,28127.36,700-749
L001783,C000335,B017,Home,2026-01-27 00:00:00,103000.0,Closed,2026-02-07 00:00:00,2026-02-09 00:00:00,7.88,60,0.0,750+
L001784,C002103,B030,Personal,2025-07-25 00:00:00,417600.0,Disbursed,2025-08-05 00:00:00,2025-08-14 00:00:00,16.81,180,162975.55,750+
L001785,C001929,B027,Personal,2026-04-22 00:00:00,1444700.0,Rejected,,,12.05,36,0.0,700-749
L001786,C004978,B029,Home,2023-09-20 00:00:00,275700.0,Rejected,,,16.9,60,0.0,600-699
L001787,C002491,B023,Personal,2024-03-19 00:00:00,2730500.0,Disbursed,2024-03-27 00:00:00,2024-04-04 00:00:00,12.57,240,1701501.23,750+
L001788,C002255,B002,Personal,2025-01-10 00:00:00,781000.0,Disbursed,2025-01-22 00:00:00,2025-01-28 00:00:00,16.8,12,271835.22,600-699
L001789,C002952,B023,Personal,2023-01-10 00:00:00,362100.0,Rejected,,,13.79,60,0.0,<600
L001790,C003618,B025,Personal,2025-12-23 00:00:00,270900.0,Disbursed,2025-12-28 00:00:00,2025-12-31 00:00:00,12.97,240,203575.01,700-749
L001791,C002558,B018,Home,2025-06-18 00:00:00,331400.0,Disbursed,2025-06-20 00:00:00,2025-06-24 00:00:00,12.42,180,152698.73,700-749
L001792,C004530,B005,Vehicle,2025-02-02 00:00:00,144100.0,Disbursed,2025-02-12 00:00:00,2025-02-19 00:00:00,12.7,48,94012.78,700-749
L001793,C001812,B003,Business,2026-06-01 00:00:00,364300.0,Disbursed,2026-06-15 00:00:00,2026-06-24 00:00:00,16.33,180,202267.24,<600
L001794,C000474,B004,Personal,2025-09-16 00:00:00,418900.0,Disbursed,2025-09-26 00:00:00,2025-09-28 00:00:00,14.18,48,394829.42,700-749
L001795,C004845,B004,Personal,2025-02-27 00:00:00,848400.0,Rejected,,,17.94,24,0.0,700-749
L001796,C004551,B002,Personal,2026-04-07 00:00:00,264900.0,Disbursed,2026-04-12 00:00:00,2026-04-21 00:00:00,14.11,120,106362.76,750+
L001797,C003519,B023,Personal,2026-04-27 00:00:00,626400.0,Approved,2026-05-02 00:00:00,,16.88,120,0.0,600-699
L001798,C002111,B013,Business,2024-04-28 00:00:00,6498700.0,Rejected,,,12.82,48,0.0,600-699
L001799,C003790,B006,Home,2026-06-24 00:00:00,1077900.0,Disbursed,2026-06-26 00:00:00,2026-06-29 00:00:00,13.1,180,869974.7,700-749
L001800,C000234,B019,Personal,2023-07-29 00:00:00,473600.0,Rejected,,,8.33,60,0.0,750+
L001801,C000170,B008,Business,2024-09-16 00:00:00,201600.0,Disbursed,2024-09-18 00:00:00,2024-09-27 00:00:00,10.04,60,163371.46,<600
L001802,C001408,B004,Home,2026-01-19 00:00:00,350800.0,Closed,2026-01-29 00:00:00,2026-02-05 00:00:00,13.5,24,0.0,700-749
L001803,C002368,B029,Education,2025-12-11 00:00:00,294000.0,Disbursed,2025-12-13 00:00:00,2025-12-15 00:00:00,11.55,240,124121.92,700-749
L001804,C001076,B030,Personal,2025-01-29 00:00:00,806800.0,Rejected,,,10.52,180,0.0,700-749
L001805,C004883,B017,Personal,2025-07-03 00:00:00,307300.0,Disbursed,2025-07-14 00:00:00,2025-07-20 00:00:00,14.93,180,287199.06,750+
L001806,C000481,B002,Vehicle,2023-08-08 00:00:00,467200.0,Disbursed,2023-08-19 00:00:00,2023-08-28 00:00:00,12.09,180,308597.73,700-749
L001807,C004675,B016,Personal,2026-01-05 00:00:00,82100.0,Disbursed,2026-01-17 00:00:00,2026-01-25 00:00:00,15.22,180,65121.48,750+
L001808,C004571,B020,Business,2025-10-19 00:00:00,47400.0,Disbursed,2025-10-21 00:00:00,2025-10-30 00:00:00,11.17,24,38905.93,750+
L001809,C003405,B023,Personal,2023-01-02 00:00:00,657600.0,Disbursed,2023-01-08 00:00:00,2023-01-12 00:00:00,8.72,240,557224.96,750+
L001810,C000342,B006,Home,2025-02-06 00:00:00,683200.0,Disbursed,2025-02-09 00:00:00,2025-02-14 00:00:00,7.63,180,589201.3,600-699
L001811,C000187,B026,Vehicle,2023-09-01 00:00:00,2142300.0,Rejected,,,13.54,24,0.0,750+
L001812,C002344,B008,Education,2024-06-04 00:00:00,206100.0,Disbursed,2024-06-13 00:00:00,2024-06-19 00:00:00,10.69,180,148554.37,750+
L001813,C003943,B028,Home,2023-10-27 00:00:00,64300.0,Disbursed,2023-10-31 00:00:00,2023-11-02 00:00:00,14.89,48,27043.86,750+
L001814,C003045,B020,Business,2023-12-26 00:00:00,196800.0,Disbursed,2024-01-02 00:00:00,2024-01-06 00:00:00,11.71,60,138069.02,750+
L001815,C000593,B030,Personal,2023-11-07 00:00:00,431900.0,Disbursed,2023-11-15 00:00:00,2023-11-23 00:00:00,15.1,180,383691.22,<600
L001816,C002129,B017,Personal,2023-05-30 00:00:00,218600.0,Disbursed,2023-06-13 00:00:00,2023-06-16 00:00:00,8.59,120,119885.86,700-749
L001817,C001614,B027,Business,2026-02-18 00:00:00,253200.0,Disbursed,2026-02-27 00:00:00,2026-03-03 00:00:00,12.2,24,98427.88,750+
L001818,C000946,B011,Personal,2023-09-08 00:00:00,138200.0,Disbursed,2023-09-12 00:00:00,2023-09-14 00:00:00,14.46,36,128875.57,600-699
L001819,C001416,B023,Home,2024-02-10 00:00:00,429300.0,Disbursed,2024-02-17 00:00:00,2024-02-23 00:00:00,7.0,60,363827.28,600-699
L001820,C001098,B017,Home,2024-09-15 00:00:00,217700.0,Disbursed,2024-09-20 00:00:00,2024-09-22 00:00:00,16.22,60,142057.24,<600
