Card_ID,Account_ID,Card_Type,Issue_Date,Activation_Date,Card_Status,Card_Network,Expiry_Date,Replacement_Count,Block_Reason
CD004005,A0004810,Debit,2023-09-30 00:00:00,2023-10-01 00:00:00,Active,Visa,2028-09-30 00:00:00,0,
CD004006,A0003143,Debit,2026-02-22 00:00:00,2026-02-23 00:00:00,Expired,Visa,2031-02-22 00:00:00,0,
CD004007,A0005290,Debit,2023-11-28 00:00:00,2023-12-05 00:00:00,Active,Visa,2028-11-28 00:00:00,3,
CD004008,A0006373,Debit,2024-11-03 00:00:00,2024-11-04 00:00:00,Active,Mastercard,2029-11-03 00:00:00,0,
CD004009,A0001977,Debit,2022-07-13 00:00:00,2022-07-14 00:00:00,Active,Visa,2027-07-13 00:00:00,0,
CD004010,A0001071,Debit,2022-09-17 00:00:00,2022-09-24 00:00:00,Active,RuPay,2027-09-17 00:00:00,1,
CD004011,A0003763,Debit,2022-10-03 00:00:00,2022-10-10 00:00:00,Active,RuPay,2027-10-03 00:00:00,0,
CD004012,A0000259,Credit,2026-06-16 00:00:00,2026-06-22 00:00:00,Active,Mastercard,2031-06-16 00:00:00,1,
CD004013,A0000159,Credit,2025-01-13 00:00:00,2025-01-17 00:00:00,Active,RuPay,2030-01-13 00:00:00,0,
CD004014,A0002042,Debit,2024-01-08 00:00:00,2024-01-11 00:00:00,Active,Mastercard,2029-01-08 00:00:00,0,
CD004015,A0006447,Credit,2026-01-11 00:00:00,2026-01-18 00:00:00,Active,Visa,2031-01-11 00:00:00,1,
CD004016,A0000660,Credit,2026-04-18 00:00:00,2026-04-20 00:00:00,Active,Visa,2031-04-18 00:00:00,0,
CD004017,A0004598,Debit,2026-02-13 00:00:00,2026-02-20 00:00:00,Inactive,Visa,2031-02-13 00:00:00,0,
CD004018,A0004250,Debit,2025-09-16 00:00:00,2025-09-21 00:00:00,Active,Mastercard,2030-09-16 00:00:00,0,
CD004019,A0002503,Credit,2022-08-22 00:00:00,2022-08-25 00:00:00,Blocked,RuPay,2027-08-22 00:00:00,2,Suspected Fraud
CD004020,A0005608,Debit,2022-05-23 00:00:00,2022-05-28 00:00:00,Active,Visa,2027-05-23 00:00:00,0,
CD004021,A0005919,Debit,2023-09-30 00:00:00,2023-10-01 00:00:00,Active,Mastercard,2028-09-30 00:00:00,1,
CD004022,A0005507,Debit,2023-07-24 00:00:00,2023-07-29 00:00:00,Expired,Visa,2028-07-24 00:00:00,0,
CD004023,A0004361,Debit,2024-02-19 00:00:00,2024-02-20 00:00:00,Active,Visa,2029-02-19 00:00:00,1,
CD004024,A0004074,Debit,2023-12-07 00:00:00,2023-12-13 00:00:00,Active,RuPay,2028-12-07 00:00:00,0,
CD004025,A0003612,Credit,2024-05-22 00:00:00,2024-05-27 00:00:00,Active,Visa,2029-05-22 00:00:00,0,
CD004026,A0001385,Debit,2023-08-17 00:00:00,2023-08-17 00:00:00,Active,RuPay,2028-08-17 00:00:00,1,
CD004027,A0002151,Credit,2025-08-05 00:00:00,2025-08-11 00:00:00,Active,Visa,2030-08-05 00:00:00,1,
CD004028,A0005175,Credit,2023-05-15 00:00:00,2023-05-21 00:00:00,Active,Visa,2028-05-15 00:00:00,0,
CD004029,A0003799,Debit,2025-05-17 00:00:00,2025-05-20 00:00:00,Active,RuPay,2030-05-17 00:00:00,0,
CD004030,A0001232,Credit,2025-06-13 00:00:00,2025-06-13 00:00:00,Blocked,RuPay,2030-06-13 00:00:00,0,Customer Request
CD004031,A0005931,Credit,2023-08-09 00:00:00,2023-08-16 00:00:00,Active,Visa,2028-08-09 00:00:00,1,
CD004032,A0001072,Credit,2023-12-26 00:00:00,2023-12-29 00:00:00,Active,RuPay,2028-12-26 00:00:00,0,
CD004033,A0004847,Debit,2024-08-16 00:00:00,2024-08-17 00:00:00,Inactive,Visa,2029-08-16 00:00:00,0,
CD004034,A0002022,Debit,2024-04-18 00:00:00,2024-04-18 00:00:00,Inactive,Visa,2029-04-18 00:00:00,1,
CD004035,A0001872,Credit,2025-09-29 00:00:00,2025-10-03 00:00:00,Active,Visa,2030-09-29 00:00:00,0,
CD004036,A0001427,Credit,2023-11-05 00:00:00,2023-11-06 00:00:00,Active,Visa,2028-11-05 00:00:00,1,
CD004037,A0003995,Debit,2024-09-19 00:00:00,2024-09-23 00:00:00,Active,Visa,2029-09-19 00:00:00,0,
CD004038,A0003750,Debit,2023-01-15 00:00:00,2023-01-21 00:00:00,Blocked,Mastercard,2028-01-15 00:00:00,0,Customer Request
CD004039,A0006173,Debit,2026-02-20 00:00:00,2026-02-25 00:00:00,Active,Visa,2031-02-20 00:00:00,0,
CD004040,A0003387,Debit,2024-06-11 00:00:00,2024-06-14 00:00:00,Active,Mastercard,2029-06-11 00:00:00,1,
CD004041,A0005918,Credit,2025-04-17 00:00:00,2025-04-18 00:00:00,Active,Mastercard,2030-04-17 00:00:00,1,
CD004042,A0005005,Credit,2025-08-14 00:00:00,2025-08-14 00:00:00,Active,Visa,2030-08-14 00:00:00,0,
CD004043,A0001316,Debit,2024-12-24 00:00:00,2024-12-27 00:00:00,Active,RuPay,2029-12-24 00:00:00,0,
CD004044,A0002155,Debit,2022-02-27 00:00:00,2022-03-04 00:00:00,Active,Mastercard,2027-02-27 00:00:00,1,
CD004045,A0001498,Debit,2022-02-23 00:00:00,2022-02-27 00:00:00,Blocked,RuPay,2027-02-23 00:00:00,0,Lost
CD004046,A0005189,Credit,2022-02-09 00:00:00,2022-02-14 00:00:00,Active,Mastercard,2027-02-09 00:00:00,0,
CD004047,A0004243,Debit,2025-02-11 00:00:00,2025-02-15 00:00:00,Active,Mastercard,2030-02-11 00:00:00,1,
CD004048,A0005199,Debit,2024-10-25 00:00:00,2024-10-27 00:00:00,Active,Visa,2029-10-25 00:00:00,1,
CD004049,A0004834,Debit,2024-03-12 00:00:00,2024-03-13 00:00:00,Inactive,Mastercard,2029-03-12 00:00:00,0,
CD004050,A0004342,Credit,2024-03-12 00:00:00,2024-03-16 00:00:00,Active,RuPay,2029-03-12 00:00:00,0,
CD004051,A0003181,Debit,2024-09-27 00:00:00,2024-10-01 00:00:00,Active,Visa,2029-09-27 00:00:00,0,
CD004052,A0006494,Debit,2024-11-12 00:00:00,2024-11-19 00:00:00,Active,Visa,2029-11-12 00:00:00,1,
CD004053,A0002182,Credit,2026-02-02 00:00:00,2026-02-02 00:00:00,Active,Visa,2031-02-02 00:00:00,2,
CD004054,A0001684,Debit,2022-05-16 00:00:00,2022-05-18 00:00:00,Active,Visa,2027-05-16 00:00:00,0,
CD004055,A0002771,Debit,2022-05-15 00:00:00,2022-05-18 00:00:00,Active,RuPay,2027-05-15 00:00:00,0,
CD004056,A0001776,Debit,2026-04-15 00:00:00,2026-04-20 00:00:00,Active,Visa,2031-04-15 00:00:00,0,
CD004057,A0003508,Debit,2023-01-13 00:00:00,2023-01-18 00:00:00,Active,Mastercard,2028-01-13 00:00:00,0,
CD004058,A0004506,Debit,2024-11-16 00:00:00,2024-11-20 00:00:00,Active,RuPay,2029-11-16 00:00:00,0,
CD004059,A0004600,Credit,2023-11-23 00:00:00,2023-11-27 00:00:00,Expired,Mastercard,2028-11-23 00:00:00,1,
CD004060,A0004334,Debit,2026-03-18 00:00:00,2026-03-21 00:00:00,Active,RuPay,2031-03-18 00:00:00,0,
CD004061,A0005433,Debit,2025-02-09 00:00:00,2025-02-11 00:00:00,Active,RuPay,2030-02-09 00:00:00,0,
CD004062,A0004331,Debit,2025-03-01 00:00:00,2025-03-03 00:00:00,Active,Visa,2030-03-01 00:00:00,0,
CD004063,A0003324,Credit,2022-09-12 00:00:00,2022-09-15 00:00:00,Active,Mastercard,2027-09-12 00:00:00,0,
CD004064,A0001719,Debit,2022-03-22 00:00:00,2022-03-27 00:00:00,Inactive,Visa,2027-03-22 00:00:00,0,
CD004065,A0002327,Debit,2025-06-25 00:00:00,2025-06-25 00:00:00,Active,Mastercard,2030-06-25 00:00:00,1,
CD004066,A0000447,Debit,2024-10-23 00:00:00,2024-10-26 00:00:00,Blocked,RuPay,2029-10-23 00:00:00,0,Stolen
CD004067,A0003499,Debit,2025-02-14 00:00:00,2025-02-17 00:00:00,Active,Visa,2030-02-14 00:00:00,0,
CD004068,A0002313,Debit,2023-03-28 00:00:00,2023-04-03 00:00:00,Active,Visa,2028-03-28 00:00:00,0,
CD004069,A0000163,Debit,2024-05-15 00:00:00,2024-05-16 00:00:00,Active,Visa,2029-05-15 00:00:00,0,
CD004070,A0002232,Debit,2024-04-04 00:00:00,2024-04-10 00:00:00,Active,RuPay,2029-04-04 00:00:00,0,
CD004071,A0004473,Debit,2022-05-20 00:00:00,2022-05-25 00:00:00,Expired,Visa,2027-05-20 00:00:00,0,
CD004072,A0003813,Debit,2024-09-24 00:00:00,2024-09-27 00:00:00,Active,RuPay,2029-09-24 00:00:00,1,
CD004073,A0002970,Debit,2023-08-05 00:00:00,2023-08-07 00:00:00,Active,RuPay,2028-08-05 00:00:00,0,
CD004074,A0003762,Debit,2026-01-01 00:00:00,2026-01-02 00:00:00,Expired,Mastercard,2031-01-01 00:00:00,0,
CD004075,A0004688,Debit,2024-06-23 00:00:00,2024-06-24 00:00:00,Blocked,Mastercard,2029-06-23 00:00:00,0,Suspected Fraud
CD004076,A0001898,Credit,2022-12-04 00:00:00,2022-12-05 00:00:00,Active,Mastercard,2027-12-04 00:00:00,2,
CD004077,A0005762,Debit,2026-01-22 00:00:00,2026-01-22 00:00:00,Active,Visa,2031-01-22 00:00:00,1,
CD004078,A0002052,Debit,2024-05-09 00:00:00,2024-05-09 00:00:00,Active,Visa,2029-05-09 00:00:00,0,
CD004079,A0003914,Debit,2024-09-03 00:00:00,2024-09-06 00:00:00,Active,RuPay,2029-09-03 00:00:00,0,
CD004080,A0003854,Debit,2022-01-19 00:00:00,2022-01-19 00:00:00,Blocked,Mastercard,2027-01-19 00:00:00,0,Customer Request
CD004081,A0002698,Debit,2023-09-25 00:00:00,2023-09-28 00:00:00,Active,Visa,2028-09-25 00:00:00,1,
CD004082,A0004447,Debit,2023-01-09 00:00:00,2023-01-09 00:00:00,Active,Mastercard,2028-01-09 00:00:00,0,
CD004083,A0001663,Debit,2023-04-06 00:00:00,2023-04-09 00:00:00,Active,RuPay,2028-04-06 00:00:00,1,
CD004084,A0001547,Credit,2025-10-16 00:00:00,2025-10-21 00:00:00,Active,Visa,2030-10-16 00:00:00,0,
CD004085,A0004611,Debit,2024-03-03 00:00:00,2024-03-05 00:00:00,Blocked,Visa,2029-03-03 00:00:00,0,Suspected Fraud
CD004086,A0006334,Debit,2022-04-24 00:00:00,2022-04-29 00:00:00,Active,RuPay,2027-04-24 00:00:00,0,
CD004087,A0005075,Debit,2023-06-30 00:00:00,2023-07-04 00:00:00,Active,Visa,2028-06-30 00:00:00,1,
CD004088,A0005243,Debit,2025-12-05 00:00:00,2025-12-11 00:00:00,Active,Visa,2030-12-05 00:00:00,0,
CD004089,A0001616,Debit,2026-01-19 00:00:00,2026-01-22 00:00:00,Active,Visa,2031-01-19 00:00:00,0,
CD004090,A0004335,Debit,2022-01-25 00:00:00,2022-02-01 00:00:00,Active,RuPay,2027-01-25 00:00:00,0,
CD004091,A0006430,Credit,2025-06-11 00:00:00,2025-06-14 00:00:00,Active,RuPay,2030-06-11 00:00:00,0,
CD004092,A0000350,Debit,2025-11-19 00:00:00,2025-11-25 00:00:00,Inactive,RuPay,2030-11-19 00:00:00,0,
CD004093,A0005499,Debit,2023-09-03 00:00:00,2023-09-04 00:00:00,Blocked,Visa,2028-09-03 00:00:00,0,Lost
CD004094,A0003972,Debit,2026-06-27 00:00:00,2026-07-02 00:00:00,Active,Visa,2031-06-27 00:00:00,0,
CD004095,A0000906,Debit,2025-01-21 00:00:00,2025-01-28 00:00:00,Expired,RuPay,2030-01-21 00:00:00,1,
CD004096,A0000690,Credit,2024-07-02 00:00:00,2024-07-07 00:00:00,Active,Visa,2029-07-02 00:00:00,0,
CD004097,A0002899,Debit,2022-03-20 00:00:00,2022-03-24 00:00:00,Active,Visa,2027-03-20 00:00:00,1,
CD004098,A0000037,Debit,2026-06-28 00:00:00,2026-07-01 00:00:00,Active,Mastercard,2031-06-28 00:00:00,1,
CD004099,A0006475,Debit,2023-10-27 00:00:00,2023-10-31 00:00:00,Inactive,Visa,2028-10-27 00:00:00,0,
CD004100,A0004906,Debit,2024-03-05 00:00:00,2024-03-12 00:00:00,Blocked,Visa,2029-03-05 00:00:00,0,Lost
CD004101,A0004682,Debit,2024-01-18 00:00:00,2024-01-19 00:00:00,Blocked,Visa,2029-01-18 00:00:00,0,Lost
CD004102,A0001846,Credit,2022-03-14 00:00:00,2022-03-20 00:00:00,Blocked,Visa,2027-03-14 00:00:00,0,Suspected Fraud
CD004103,A0004968,Debit,2025-10-05 00:00:00,2025-10-11 00:00:00,Active,Visa,2030-10-05 00:00:00,0,
CD004104,A0000173,Debit,2023-08-12 00:00:00,2023-08-13 00:00:00,Inactive,Mastercard,2028-08-12 00:00:00,0,
CD004105,A0001753,Credit,2024-08-12 00:00:00,2024-08-19 00:00:00,Active,Mastercard,2029-08-12 00:00:00,0,
CD004106,A0002384,Debit,2023-06-24 00:00:00,2023-06-25 00:00:00,Active,Visa,2028-06-24 00:00:00,1,
CD004107,A0005140,Debit,2025-04-20 00:00:00,2025-04-23 00:00:00,Active,Visa,2030-04-20 00:00:00,0,
CD004108,A0006085,Debit,2025-10-22 00:00:00,2025-10-24 00:00:00,Inactive,RuPay,2030-10-22 00:00:00,0,
CD004109,A0000289,Debit,2024-03-30 00:00:00,2024-04-06 00:00:00,Active,Visa,2029-03-30 00:00:00,0,
CD004110,A0004059,Debit,2023-02-14 00:00:00,2023-02-17 00:00:00,Active,Mastercard,2028-02-14 00:00:00,1,
CD004111,A0003941,Debit,2025-09-25 00:00:00,2025-09-26 00:00:00,Active,Visa,2030-09-25 00:00:00,0,
CD004112,A0001373,Debit,2023-11-28 00:00:00,2023-11-28 00:00:00,Active,Mastercard,2028-11-28 00:00:00,0,
CD004113,A0004042,Debit,2025-01-19 00:00:00,2025-01-25 00:00:00,Active,RuPay,2030-01-19 00:00:00,0,
CD004114,A0000013,Debit,2022-10-04 00:00:00,2022-10-11 00:00:00,Active,Visa,2027-10-04 00:00:00,2,
CD004115,A0001840,Debit,2026-02-03 00:00:00,2026-02-04 00:00:00,Active,Mastercard,2031-02-03 00:00:00,0,
CD004116,A0003937,Credit,2023-05-15 00:00:00,2023-05-19 00:00:00,Active,Visa,2028-05-15 00:00:00,1,
CD004117,A0001216,Debit,2026-06-24 00:00:00,2026-06-30 00:00:00,Active,Mastercard,2031-06-24 00:00:00,0,
CD004118,A0001567,Debit,2022-05-24 00:00:00,2022-05-30 00:00:00,Active,Visa,2027-05-24 00:00:00,0,
CD004119,A0000639,Debit,2023-10-25 00:00:00,2023-10-30 00:00:00,Active,Mastercard,2028-10-25 00:00:00,1,
CD004120,A0005283,Debit,2023-01-18 00:00:00,2023-01-18 00:00:00,Active,RuPay,2028-01-18 00:00:00,0,
CD004121,A0000937,Debit,2023-04-19 00:00:00,2023-04-24 00:00:00,Active,Visa,2028-04-19 00:00:00,0,
CD004122,A0005477,Debit,2023-08-12 00:00:00,2023-08-14 00:00:00,Active,Visa,2028-08-12 00:00:00,0,
CD004123,A0003047,Debit,2023-11-29 00:00:00,2023-12-06 00:00:00,Active,Mastercard,2028-11-29 00:00:00,0,
CD004124,A0003162,Debit,2022-07-30 00:00:00,2022-08-01 00:00:00,Active,Visa,2027-07-30 00:00:00,0,
CD004125,A0003220,Debit,2024-06-12 00:00:00,2024-06-13 00:00:00,Active,Mastercard,2029-06-12 00:00:00,1,
CD004126,A0002130,Debit,2024-01-17 00:00:00,2024-01-21 00:00:00,Active,Mastercard,2029-01-17 00:00:00,1,
CD004127,A0006401,Debit,2023-06-30 00:00:00,2023-07-03 00:00:00,Active,Mastercard,2028-06-30 00:00:00,0,
CD004128,A0006382,Credit,2025-02-05 00:00:00,2025-02-09 00:00:00,Active,RuPay,2030-02-05 00:00:00,0,
CD004129,A0006457,Debit,2022-01-30 00:00:00,2022-02-05 00:00:00,Active,Visa,2027-01-30 00:00:00,3,
CD004130,A0004303,Credit,2022-07-09 00:00:00,2022-07-11 00:00:00,Active,RuPay,2027-07-09 00:00:00,0,
CD004131,A0004179,Debit,2026-06-29 00:00:00,2026-07-06 00:00:00,Inactive,Visa,2031-06-29 00:00:00,1,
CD004132,A0001432,Debit,2025-10-28 00:00:00,2025-11-04 00:00:00,Active,RuPay,2030-10-28 00:00:00,0,
CD004133,A0003032,Debit,2024-03-23 00:00:00,2024-03-28 00:00:00,Active,Mastercard,2029-03-23 00:00:00,1,
CD004134,A0004178,Credit,2024-10-07 00:00:00,2024-10-14 00:00:00,Inactive,Visa,2029-10-07 00:00:00,0,
CD004135,A0005528,Credit,2022-10-27 00:00:00,2022-11-01 00:00:00,Active,Mastercard,2027-10-27 00:00:00,1,
CD004136,A0002902,Debit,2025-08-05 00:00:00,2025-08-08 00:00:00,Inactive,Visa,2030-08-05 00:00:00,2,
CD004137,A0003765,Credit,2024-03-06 00:00:00,2024-03-11 00:00:00,Active,Mastercard,2029-03-06 00:00:00,2,
CD004138,A0004618,Debit,2022-01-23 00:00:00,2022-01-29 00:00:00,Expired,Mastercard,2027-01-23 00:00:00,0,
CD004139,A0006400,Debit,2025-09-02 00:00:00,2025-09-03 00:00:00,Active,RuPay,2030-09-02 00:00:00,0,
CD004140,A0000141,Debit,2025-06-26 00:00:00,2025-06-28 00:00:00,Active,Mastercard,2030-06-26 00:00:00,0,
CD004141,A0003738,Debit,2022-10-29 00:00:00,2022-10-29 00:00:00,Active,RuPay,2027-10-29 00:00:00,0,
CD004142,A0003760,Debit,2025-07-13 00:00:00,2025-07-15 00:00:00,Active,RuPay,2030-07-13 00:00:00,0,
CD004143,A0002922,Debit,2022-05-12 00:00:00,2022-05-14 00:00:00,Active,RuPay,2027-05-12 00:00:00,0,
CD004144,A0002046,Debit,2024-01-18 00:00:00,2024-01-22 00:00:00,Active,Mastercard,2029-01-18 00:00:00,0,
CD004145,A0000086,Debit,2024-11-01 00:00:00,2024-11-06 00:00:00,Active,Mastercard,2029-11-01 00:00:00,1,
CD004146,A0005470,Debit,2024-09-08 00:00:00,2024-09-13 00:00:00,Active,RuPay,2029-09-08 00:00:00,0,
CD004147,A0001047,Debit,2025-02-26 00:00:00,2025-03-03 00:00:00,Inactive,Mastercard,2030-02-26 00:00:00,0,
CD004148,A0004917,Credit,2024-09-02 00:00:00,2024-09-07 00:00:00,Active,Mastercard,2029-09-02 00:00:00,0,
CD004149,A0002612,Debit,2022-03-03 00:00:00,2022-03-09 00:00:00,Active,Visa,2027-03-03 00:00:00,0,
CD004150,A0006463,Debit,2022-09-04 00:00:00,2022-09-08 00:00:00,Active,RuPay,2027-09-04 00:00:00,0,
CD004151,A0000623,Debit,2026-05-12 00:00:00,2026-05-12 00:00:00,Active,Visa,2031-05-12 00:00:00,2,
CD004152,A0006145,Debit,2025-06-16 00:00:00,2025-06-22 00:00:00,Active,Mastercard,2030-06-16 00:00:00,0,
CD004153,A0003141,Debit,2023-12-08 00:00:00,2023-12-11 00:00:00,Active,Mastercard,2028-12-08 00:00:00,0,
CD004154,A0000667,Debit,2022-03-17 00:00:00,2022-03-19 00:00:00,Active,RuPay,2027-03-17 00:00:00,0,
CD004155,A0002763,Debit,2026-02-13 00:00:00,2026-02-17 00:00:00,Active,Mastercard,2031-02-13 00:00:00,1,
CD004156,A0005791,Debit,2023-03-30 00:00:00,2023-04-03 00:00:00,Blocked,Visa,2028-03-30 00:00:00,0,Stolen
CD004157,A0000031,Debit,2023-08-30 00:00:00,2023-09-01 00:00:00,Blocked,Mastercard,2028-08-30 00:00:00,0,Lost
CD004158,A0005613,Debit,2025-07-08 00:00:00,2025-07-09 00:00:00,Active,Mastercard,2030-07-08 00:00:00,0,
CD004159,A0005797,Debit,2024-03-01 00:00:00,2024-03-07 00:00:00,Active,Visa,2029-03-01 00:00:00,0,
CD004160,A0003304,Credit,2025-12-14 00:00:00,2025-12-14 00:00:00,Inactive,Mastercard,2030-12-14 00:00:00,0,
CD004161,A0006486,Debit,2022-04-04 00:00:00,2022-04-04 00:00:00,Active,Mastercard,2027-04-04 00:00:00,0,
CD004162,A0002386,Credit,2022-06-05 00:00:00,2022-06-11 00:00:00,Active,RuPay,2027-06-05 00:00:00,1,
CD004163,A0006298,Debit,2025-01-09 00:00:00,2025-01-11 00:00:00,Blocked,Visa,2030-01-09 00:00:00,0,Lost
CD004164,A0004180,Debit,2024-09-12 00:00:00,2024-09-17 00:00:00,Active,Mastercard,2029-09-12 00:00:00,0,
CD004165,A0002287,Debit,2023-12-12 00:00:00,2023-12-15 00:00:00,Blocked,RuPay,2028-12-12 00:00:00,0,Suspected Fraud
CD004166,A0003155,Credit,2023-07-18 00:00:00,2023-07-22 00:00:00,Active,Visa,2028-07-18 00:00:00,0,
CD004167,A0000288,Debit,2024-04-16 00:00:00,2024-04-21 00:00:00,Active,Mastercard,2029-04-16 00:00:00,0,
CD004168,A0005289,Debit,2023-10-02 00:00:00,2023-10-07 00:00:00,Blocked,Mastercard,2028-10-02 00:00:00,0,Customer Request
CD004169,A0002661,Debit,2023-02-12 00:00:00,2023-02-15 00:00:00,Active,RuPay,2028-02-12 00:00:00,0,
CD004170,A0006142,Credit,2025-11-19 00:00:00,2025-11-21 00:00:00,Active,Visa,2030-11-19 00:00:00,0,
CD004171,A0002947,Debit,2024-09-02 00:00:00,2024-09-04 00:00:00,Active,Visa,2029-09-02 00:00:00,0,
CD004172,A0000638,Credit,2026-01-15 00:00:00,2026-01-16 00:00:00,Active,Mastercard,2031-01-15 00:00:00,0,
CD004173,A0004315,Credit,2022-12-07 00:00:00,2022-12-10 00:00:00,Active,Mastercard,2027-12-07 00:00:00,0,
CD004174,A0004436,Debit,2022-11-10 00:00:00,2022-11-16 00:00:00,Active,RuPay,2027-11-10 00:00:00,0,
CD004175,A0003613,Debit,2023-10-22 00:00:00,2023-10-23 00:00:00,Active,Mastercard,2028-10-22 00:00:00,0,
CD004176,A0004892,Credit,2024-04-14 00:00:00,2024-04-20 00:00:00,Active,RuPay,2029-04-14 00:00:00,0,
CD004177,A0006086,Debit,2026-03-27 00:00:00,2026-03-29 00:00:00,Blocked,Visa,2031-03-27 00:00:00,1,Customer Request
CD004178,A0001267,Debit,2025-12-25 00:00:00,2025-12-28 00:00:00,Active,RuPay,2030-12-25 00:00:00,0,
CD004179,A0005789,Credit,2022-08-01 00:00:00,2022-08-05 00:00:00,Active,Mastercard,2027-08-01 00:00:00,0,
CD004180,A0000218,Debit,2024-07-07 00:00:00,2024-07-08 00:00:00,Active,Visa,2029-07-07 00:00:00,0,
CD004181,A0004161,Debit,2024-08-27 00:00:00,2024-08-30 00:00:00,Active,Mastercard,2029-08-27 00:00:00,1,
CD004182,A0006204,Debit,2022-05-15 00:00:00,2022-05-21 00:00:00,Blocked,Mastercard,2027-05-15 00:00:00,2,Customer Request
CD004183,A0004025,Credit,2024-05-18 00:00:00,2024-05-19 00:00:00,Active,Mastercard,2029-05-18 00:00:00,1,
CD004184,A0003678,Debit,2022-02-17 00:00:00,2022-02-18 00:00:00,Active,Visa,2027-02-17 00:00:00,0,
CD004185,A0000162,Debit,2025-09-23 00:00:00,2025-09-29 00:00:00,Active,Mastercard,2030-09-23 00:00:00,0,
CD004186,A0002485,Debit,2023-11-16 00:00:00,2023-11-22 00:00:00,Active,RuPay,2028-11-16 00:00:00,0,
CD004187,A0000131,Debit,2023-08-31 00:00:00,2023-09-02 00:00:00,Active,RuPay,2028-08-31 00:00:00,1,
CD004188,A0001486,Credit,2023-10-13 00:00:00,2023-10-17 00:00:00,Active,Mastercard,2028-10-13 00:00:00,0,
CD004189,A0000856,Credit,2022-04-04 00:00:00,2022-04-08 00:00:00,Active,RuPay,2027-04-04 00:00:00,0,
CD004190,A0003092,Credit,2022-01-13 00:00:00,2022-01-13 00:00:00,Expired,Visa,2027-01-13 00:00:00,0,
CD004191,A0001805,Debit,2026-06-17 00:00:00,2026-06-19 00:00:00,Expired,Mastercard,2031-06-17 00:00:00,0,
CD004192,A0002196,Debit,2025-04-12 00:00:00,2025-04-17 00:00:00,Inactive,Visa,2030-04-12 00:00:00,0,
CD004193,A0000806,Debit,2023-06-07 00:00:00,2023-06-08 00:00:00,Active,Mastercard,2028-06-07 00:00:00,0,
CD004194,A0004200,Debit,2023-02-18 00:00:00,2023-02-24 00:00:00,Active,Mastercard,2028-02-18 00:00:00,0,
CD004195,A0003103,Credit,2026-06-23 00:00:00,2026-06-24 00:00:00,Active,Mastercard,2031-06-23 00:00:00,1,
CD004196,A0002639,Debit,2022-08-05 00:00:00,2022-08-12 00:00:00,Active,Visa,2027-08-05 00:00:00,0,
CD004197,A0003131,Credit,2023-09-28 00:00:00,2023-09-29 00:00:00,Expired,Mastercard,2028-09-28 00:00:00,0,
CD004198,A0000577,Debit,2025-08-02 00:00:00,2025-08-02 00:00:00,Active,RuPay,2030-08-02 00:00:00,0,
CD004199,A0006390,Debit,2024-09-05 00:00:00,2024-09-08 00:00:00,Active,RuPay,2029-09-05 00:00:00,0,
CD004200,A0001603,Debit,2025-04-21 00:00:00,2025-04-22 00:00:00,Active,Visa,2030-04-21 00:00:00,0,
CD004201,A0005409,Debit,2024-03-16 00:00:00,2024-03-23 00:00:00,Active,RuPay,2029-03-16 00:00:00,0,
CD004202,A0004354,Debit,2024-11-19 00:00:00,2024-11-25 00:00:00,Active,Visa,2029-11-19 00:00:00,0,
CD004203,A0005380,Credit,2025-08-30 00:00:00,2025-09-06 00:00:00,Active,Mastercard,2030-08-30 00:00:00,0,
CD004204,A0003627,Credit,2022-08-21 00:00:00,2022-08-25 00:00:00,Active,Mastercard,2027-08-21 00:00:00,0,
CD004205,A0003615,Debit,2023-05-10 00:00:00,2023-05-14 00:00:00,Active,Mastercard,2028-05-10 00:00:00,0,
CD004206,A0003264,Debit,2024-11-24 00:00:00,2024-11-29 00:00:00,Active,Visa,2029-11-24 00:00:00,0,
CD004207,A0001416,Debit,2022-10-26 00:00:00,2022-10-27 00:00:00,Active,Visa,2027-10-26 00:00:00,0,
CD004208,A0001643,Credit,2024-04-05 00:00:00,2024-04-08 00:00:00,Inactive,Visa,2029-04-05 00:00:00,0,
CD004209,A0003229,Credit,2022-10-26 00:00:00,2022-10-26 00:00:00,Active,RuPay,2027-10-26 00:00:00,0,
CD004210,A0002893,Debit,2023-04-05 00:00:00,2023-04-10 00:00:00,Active,Visa,2028-04-05 00:00:00,0,
CD004211,A0001399,Credit,2024-11-20 00:00:00,2024-11-26 00:00:00,Active,RuPay,2029-11-20 00:00:00,0,
CD004212,A0004787,Debit,2026-02-24 00:00:00,2026-02-26 00:00:00,Active,Visa,2031-02-24 00:00:00,1,
CD004213,A0002507,Debit,2025-06-11 00:00:00,2025-06-18 00:00:00,Active,Mastercard,2030-06-11 00:00:00,0,
CD004214,A0003666,Debit,2023-05-01 00:00:00,2023-05-05 00:00:00,Blocked,RuPay,2028-05-01 00:00:00,0,Stolen
CD004215,A0003491,Debit,2022-03-31 00:00:00,2022-04-04 00:00:00,Inactive,RuPay,2027-03-31 00:00:00,0,
CD004216,A0003044,Debit,2022-01-17 00:00:00,2022-01-23 00:00:00,Active,Mastercard,2027-01-17 00:00:00,0,
CD004217,A0003321,Debit,2022-03-16 00:00:00,2022-03-20 00:00:00,Inactive,Mastercard,2027-03-16 00:00:00,0,
CD004218,A0006481,Debit,2022-02-26 00:00:00,2022-03-01 00:00:00,Blocked,RuPay,2027-02-26 00:00:00,0,Stolen
