Complaint_ID,Customer_ID,Account_ID,Complaint_Type,Channel,Created_Date,Priority,Assigned_Team,Status,Resolved_Date,Resolution_Hours,SLA_Status,Escalated,Root_Cause
CP0005669,C002044,A0006271,Digital Banking Issue,Email,2026-04-20 02:00:00,Medium,Account Ops,Pending,,,Open,No,App/System
CP0005670,C002184,A0003300,Transaction Failure,Mobile App,2024-07-18 22:00:00,Medium,Cards Team,Resolved,2024-07-20 22:00:00,48.0,Within SLA,Yes,System/Network
CP0005671,C002793,A0002551,Card Issue,Email,2024-07-17 19:00:00,Medium,Payments Team,Resolved,2024-07-21 08:00:00,85.0,Breached,Yes,Card Processing
CP0005672,C000751,A0001282,Transaction Failure,Branch,2025-08-13 07:00:00,High,Digital Support,Resolved,2025-08-15 11:00:00,52.0,Breached,Yes,System/Network
CP0005673,C000124,A0006290,Card Issue,Branch,2026-01-30 05:00:00,Medium,Branch Ops,Resolved,2026-02-01 06:00:00,49.0,Breached,Yes,Card Processing
CP0005674,C000860,A0000744,ATM Issue,Branch,2024-09-17 01:00:00,Medium,Digital Support,Resolved,2024-09-17 10:00:00,9.0,Within SLA,No,ATM/Network
CP0005675,C002785,A0001600,Billing/Charges,Mobile App,2025-04-04 05:00:00,High,Digital Support,Pending,,,Open,No,Fee/Charge Dispute
CP0005676,C001502,A0003189,Account Issue,Call Center,2025-01-01 21:00:00,High,Account Ops,Resolved,2025-01-08 03:00:00,150.0,Breached,Yes,Operations
CP0005677,C002733,A0005657,Digital Banking Issue,Branch,2025-03-16 15:00:00,Medium,Account Ops,Closed,2025-03-18 17:00:00,50.0,Breached,Yes,App/System
CP0005678,C004538,A0005503,ATM Issue,Branch,2025-05-14 18:00:00,High,Payments Team,Resolved,2025-05-16 06:00:00,36.0,Breached,Yes,ATM/Network
CP0005679,C003058,A0000278,Card Issue,Call Center,2025-01-25 16:00:00,Medium,Digital Support,Closed,2025-01-26 22:00:00,30.0,Breached,Yes,Card Processing
CP0005680,C002035,A0000391,ATM Issue,Mobile App,2024-07-19 16:00:00,Low,Account Ops,Closed,2024-07-21 06:00:00,38.0,Within SLA,No,ATM/Network
CP0005681,C002009,A0006300,Card Issue,Mobile App,2024-01-27 17:00:00,Low,Payments Team,Resolved,2024-01-29 04:00:00,35.0,Breached,Yes,Card Processing
CP0005682,C000992,A0001581,ATM Issue,Email,2025-12-19 09:00:00,Medium,Branch Ops,Resolved,2025-12-24 12:00:00,123.0,Breached,Yes,ATM/Network
CP0005683,C003882,A0002622,Unauthorized Transaction,Call Center,2025-12-18 12:00:00,Medium,Digital Support,Pending,,,Open,No,Fraud/Security
CP0005684,C001542,A0004041,Account Issue,Mobile App,2024-06-03 02:00:00,Medium,Cards Team,Closed,2024-06-06 02:00:00,72.0,Breached,Yes,Operations
CP0005685,C002881,A0005937,Account Issue,Branch,2026-03-24 23:00:00,High,Branch Ops,Resolved,2026-03-26 08:00:00,33.0,Within SLA,No,Operations
CP0005686,C000121,A0005886,Transaction Failure,Branch,2024-08-07 12:00:00,Low,Payments Team,Resolved,2024-08-10 20:00:00,80.0,Breached,Yes,System/Network
CP0005687,C004303,A0000327,Billing/Charges,Mobile App,2024-11-23 00:00:00,Medium,Branch Ops,Resolved,2024-11-23 17:00:00,17.0,Within SLA,No,Fee/Charge Dispute
CP0005688,C001893,A0003268,ATM Issue,Web,2024-06-30 10:00:00,High,Payments Team,Resolved,2024-07-01 10:00:00,24.0,Within SLA,No,ATM/Network
CP0005689,C001794,A0003682,ATM Issue,Call Center,2026-06-05 21:00:00,Medium,Digital Support,Resolved,2026-06-06 09:00:00,12.0,Within SLA,No,ATM/Network
CP0005690,C001080,A0005465,Card Issue,Call Center,2024-05-30 16:00:00,Medium,Cards Team,Closed,2024-06-03 02:00:00,82.0,Breached,Yes,Card Processing
CP0005691,C002096,A0004900,Account Issue,Branch,2025-11-15 15:00:00,Medium,Branch Ops,Resolved,2025-11-17 05:00:00,38.0,Within SLA,No,Operations
CP0005692,C001184,A0002034,ATM Issue,Mobile App,2025-08-17 07:00:00,Low,Branch Ops,Resolved,2025-08-17 18:00:00,11.0,Within SLA,No,ATM/Network
CP0005693,C001289,A0001832,ATM Issue,Mobile App,2025-09-21 09:00:00,Medium,Branch Ops,Resolved,2025-09-23 04:00:00,43.0,Within SLA,No,ATM/Network
CP0005694,C003552,A0000839,Digital Banking Issue,Call Center,2024-02-18 10:00:00,High,Payments Team,Closed,2024-02-19 10:00:00,24.0,Within SLA,Yes,App/System
CP0005695,C004882,A0001090,Card Issue,Mobile App,2026-06-27 11:00:00,High,Digital Support,Resolved,2026-06-27 22:00:00,11.0,Within SLA,No,Card Processing
CP0005696,C004370,A0002085,Transaction Failure,Web,2025-07-07 08:00:00,Critical,Account Ops,Resolved,2025-07-09 02:00:00,42.0,Breached,Yes,System/Network
CP0005697,C002277,A0003296,Transaction Failure,Call Center,2025-10-25 00:00:00,High,Branch Ops,Resolved,2025-10-26 16:00:00,40.0,Within SLA,No,System/Network
CP0005698,C001978,A0003084,Account Issue,Call Center,2025-01-24 13:00:00,Medium,Cards Team,Resolved,2025-01-25 23:00:00,34.0,Within SLA,No,Operations
CP0005699,C004524,A0000425,Transaction Failure,Email,2026-05-28 15:00:00,High,Digital Support,Resolved,2026-05-30 00:00:00,33.0,Within SLA,No,System/Network
CP0005700,C001579,A0005773,Billing/Charges,Call Center,2024-08-05 19:00:00,Medium,Payments Team,Resolved,2024-08-06 12:00:00,17.0,Within SLA,No,Fee/Charge Dispute
CP0005701,C004159,A0006255,Digital Banking Issue,Mobile App,2025-11-23 07:00:00,Medium,Payments Team,Closed,2025-11-25 19:00:00,60.0,Breached,Yes,App/System
CP0005702,C003085,A0005559,ATM Issue,Call Center,2025-10-21 13:00:00,Medium,Cards Team,Pending,,,Open,No,ATM/Network
CP0005703,C002492,A0004472,ATM Issue,Web,2025-10-12 17:00:00,Medium,Branch Ops,In Progress,,,Open,No,ATM/Network
CP0005704,C002938,A0000756,ATM Issue,Call Center,2025-02-03 18:00:00,High,Account Ops,Resolved,2025-02-06 17:00:00,71.0,Within SLA,No,ATM/Network
CP0005705,C002700,A0002226,Card Issue,Branch,2025-05-03 16:00:00,Low,Digital Support,Closed,2025-05-04 08:00:00,16.0,Within SLA,No,Card Processing
CP0005706,C000530,A0001729,ATM Issue,Web,2024-09-10 04:00:00,Medium,Account Ops,Resolved,2024-09-10 18:00:00,14.0,Within SLA,No,ATM/Network
CP0005707,C001795,A0000666,Digital Banking Issue,Mobile App,2026-06-19 09:00:00,Medium,Account Ops,In Progress,,,Open,No,App/System
CP0005708,C003429,A0003333,Digital Banking Issue,Branch,2025-04-27 11:00:00,Medium,Account Ops,Resolved,2025-04-28 03:00:00,16.0,Within SLA,Yes,App/System
CP0005709,C004942,A0004615,Card Issue,Email,2025-06-22 10:00:00,Medium,Account Ops,Resolved,2025-06-24 18:00:00,56.0,Within SLA,Yes,Card Processing
CP0005710,C002204,A0006159,ATM Issue,Call Center,2026-01-30 16:00:00,Low,Branch Ops,Resolved,2026-02-01 05:00:00,37.0,Within SLA,No,ATM/Network
CP0005711,C002927,A0001829,Digital Banking Issue,Mobile App,2024-11-23 21:00:00,Medium,Digital Support,Resolved,2024-11-26 13:00:00,64.0,Breached,Yes,App/System
CP0005712,C000149,A0003580,Billing/Charges,Mobile App,2025-01-07 13:00:00,Medium,Cards Team,In Progress,,,Open,No,Fee/Charge Dispute
CP0005713,C002562,A0002318,Digital Banking Issue,Call Center,2024-11-07 03:00:00,Critical,Branch Ops,Resolved,2024-11-07 21:00:00,18.0,Within SLA,No,App/System
CP0005714,C002191,A0002148,Transaction Failure,Branch,2024-08-19 00:00:00,Medium,Digital Support,Resolved,2024-08-20 14:00:00,38.0,Within SLA,No,System/Network
CP0005715,C002541,A0002603,Billing/Charges,Branch,2025-11-06 13:00:00,Medium,Branch Ops,Resolved,2025-11-07 09:00:00,20.0,Within SLA,No,Fee/Charge Dispute
CP0005716,C000300,A0005878,ATM Issue,Web,2025-09-11 16:00:00,Low,Account Ops,Resolved,2025-09-15 02:00:00,82.0,Breached,Yes,ATM/Network
CP0005717,C001931,A0003733,ATM Issue,Call Center,2025-07-01 08:00:00,Medium,Cards Team,Resolved,2025-07-03 09:00:00,49.0,Breached,Yes,ATM/Network
CP0005718,C000874,A0001381,Transaction Failure,Web,2025-07-19 17:00:00,Medium,Account Ops,In Progress,,,Open,No,System/Network
CP0005719,C003976,A0004287,Digital Banking Issue,Call Center,2025-04-27 11:00:00,High,Branch Ops,Resolved,2025-04-28 11:00:00,24.0,Within SLA,No,App/System
CP0005720,C004930,A0000167,Account Issue,Call Center,2024-03-01 04:00:00,Medium,Branch Ops,Closed,2024-03-02 02:00:00,22.0,Within SLA,No,Operations
CP0005721,C003108,A0001885,Card Issue,Call Center,2024-10-21 07:00:00,Medium,Cards Team,Closed,2024-10-21 23:00:00,16.0,Within SLA,No,Card Processing
CP0005722,C002973,A0004976,Billing/Charges,Email,2024-07-12 00:00:00,Medium,Branch Ops,Resolved,2024-07-13 05:00:00,29.0,Breached,Yes,Fee/Charge Dispute
CP0005723,C000651,A0006161,Account Issue,Mobile App,2025-07-19 01:00:00,Medium,Digital Support,Resolved,2025-07-20 19:00:00,42.0,Breached,Yes,Operations
CP0005724,C002397,A0003120,ATM Issue,Web,2026-05-25 11:00:00,Medium,Account Ops,Resolved,2026-05-27 19:00:00,56.0,Breached,Yes,ATM/Network
CP0005725,C004809,A0006389,Digital Banking Issue,Mobile App,2024-10-15 18:00:00,High,Account Ops,Resolved,2024-10-17 23:00:00,53.0,Breached,Yes,App/System
CP0005726,C000352,A0006312,ATM Issue,Mobile App,2025-04-21 13:00:00,Medium,Account Ops,Closed,2025-04-24 22:00:00,81.0,Breached,Yes,ATM/Network
CP0005727,C002890,A0003422,Card Issue,Call Center,2025-10-15 06:00:00,Medium,Account Ops,Pending,,,Open,No,Card Processing
CP0005728,C000849,A0000026,ATM Issue,Call Center,2025-06-22 17:00:00,High,Branch Ops,Resolved,2025-06-24 15:00:00,46.0,Breached,Yes,ATM/Network
CP0005729,C004067,A0001134,Transaction Failure,Web,2025-03-12 23:00:00,Medium,Account Ops,Resolved,2025-03-14 06:00:00,31.0,Within SLA,Yes,System/Network
CP0005730,C001624,A0004186,Digital Banking Issue,Mobile App,2024-03-28 03:00:00,Medium,Digital Support,Resolved,2024-03-29 03:00:00,24.0,Within SLA,No,App/System
CP0005731,C004081,A0000141,ATM Issue,Call Center,2024-02-08 13:00:00,Medium,Account Ops,Closed,2024-02-09 20:00:00,31.0,Breached,Yes,ATM/Network
CP0005732,C002775,A0004566,Billing/Charges,Branch,2024-04-04 18:00:00,Critical,Cards Team,Resolved,2024-04-05 22:00:00,28.0,Breached,Yes,Fee/Charge Dispute
CP0005733,C001311,A0000489,Account Issue,Call Center,2025-09-02 18:00:00,Low,Branch Ops,Resolved,2025-09-06 14:00:00,92.0,Breached,Yes,Operations
CP0005734,C002469,A0000844,ATM Issue,Web,2024-05-30 20:00:00,High,Branch Ops,Pending,,,Open,No,ATM/Network
CP0005735,C004044,A0000424,Digital Banking Issue,Call Center,2025-05-19 10:00:00,Medium,Branch Ops,Resolved,2025-05-21 09:00:00,47.0,Within SLA,No,App/System
CP0005736,C004683,A0001320,Card Issue,Branch,2026-04-30 13:00:00,High,Digital Support,Resolved,2026-05-03 03:00:00,62.0,Breached,Yes,Card Processing
CP0005737,C004342,A0003657,Card Issue,Mobile App,2026-05-23 21:00:00,Medium,Cards Team,In Progress,,,Open,No,Card Processing
CP0005738,C002407,A0001471,Transaction Failure,Branch,2024-10-07 03:00:00,Medium,Account Ops,Resolved,2024-10-09 10:00:00,55.0,Breached,Yes,System/Network
CP0005739,C001392,A0000673,Transaction Failure,Call Center,2026-01-06 14:00:00,Low,Branch Ops,Resolved,2026-01-07 04:00:00,14.0,Within SLA,No,System/Network
CP0005740,C001943,A0003464,Transaction Failure,Branch,2025-01-23 07:00:00,Medium,Cards Team,Resolved,2025-01-24 14:00:00,31.0,Breached,Yes,System/Network
CP0005741,C000147,A0004436,Billing/Charges,Branch,2024-05-31 16:00:00,High,Cards Team,Resolved,2024-06-02 03:00:00,35.0,Within SLA,No,Fee/Charge Dispute
CP0005742,C004321,A0004206,Card Issue,Call Center,2024-10-16 05:00:00,Medium,Payments Team,Resolved,2024-10-18 04:00:00,47.0,Breached,Yes,Card Processing
CP0005743,C000711,A0003211,Digital Banking Issue,Branch,2026-02-28 09:00:00,Medium,Payments Team,Pending,,,Open,No,App/System
CP0005744,C000317,A0006179,Billing/Charges,Branch,2024-05-13 22:00:00,Medium,Branch Ops,Resolved,2024-05-15 19:00:00,45.0,Breached,Yes,Fee/Charge Dispute
CP0005745,C002455,A0002546,Transaction Failure,Mobile App,2024-03-08 04:00:00,Low,Payments Team,Pending,,,Open,No,System/Network
CP0005746,C001020,A0005806,ATM Issue,Call Center,2024-03-10 15:00:00,Critical,Digital Support,Resolved,2024-03-11 20:00:00,29.0,Within SLA,No,ATM/Network
CP0005747,C003632,A0002193,Billing/Charges,Call Center,2026-02-16 17:00:00,Low,Account Ops,Resolved,2026-02-18 20:00:00,51.0,Breached,Yes,Fee/Charge Dispute
CP0005748,C002776,A0000219,Transaction Failure,Web,2025-11-14 00:00:00,Medium,Branch Ops,Resolved,2025-11-15 20:00:00,44.0,Within SLA,No,System/Network
CP0005749,C001768,A0000460,Digital Banking Issue,Call Center,2025-02-20 20:00:00,Medium,Payments Team,Pending,,,Open,No,App/System
CP0005750,C000429,A0002214,Card Issue,Call Center,2025-06-11 00:00:00,Medium,Branch Ops,Resolved,2025-06-11 11:00:00,11.0,Within SLA,No,Card Processing
CP0005751,C000976,A0000197,ATM Issue,Branch,2025-08-31 13:00:00,Medium,Account Ops,Resolved,2025-08-31 23:00:00,10.0,Within SLA,No,ATM/Network
CP0005752,C003882,A0001934,Billing/Charges,Mobile App,2026-03-13 09:00:00,Medium,Payments Team,Resolved,2026-03-14 09:00:00,24.0,Within SLA,No,Fee/Charge Dispute
CP0005753,C004551,A0004037,Card Issue,Call Center,2024-07-21 10:00:00,Medium,Account Ops,Resolved,2024-07-23 05:00:00,43.0,Within SLA,No,Card Processing
CP0005754,C003608,A0003663,Billing/Charges,Call Center,2024-07-09 00:00:00,Medium,Payments Team,Resolved,2024-07-10 00:00:00,24.0,Within SLA,No,Fee/Charge Dispute
CP0005755,C000745,A0004435,Card Issue,Email,2024-11-28 04:00:00,High,Payments Team,Resolved,2024-11-29 18:00:00,38.0,Breached,Yes,Card Processing
CP0005756,C002310,A0005831,ATM Issue,Email,2024-07-17 12:00:00,Medium,Digital Support,In Progress,,,Open,No,ATM/Network
CP0005757,C004927,A0002899,Unauthorized Transaction,Call Center,2025-09-24 17:00:00,Medium,Account Ops,Resolved,2025-09-26 00:00:00,31.0,Within SLA,No,Fraud/Security
CP0005758,C003861,A0002629,Account Issue,Branch,2024-04-13 13:00:00,Medium,Cards Team,In Progress,,,Open,No,Operations
CP0005759,C000811,A0001107,Digital Banking Issue,Call Center,2024-12-26 13:00:00,Medium,Cards Team,Pending,,,Open,No,App/System
CP0005760,C000027,A0004129,ATM Issue,Call Center,2024-03-12 16:00:00,High,Payments Team,Resolved,2024-03-14 17:00:00,49.0,Breached,Yes,ATM/Network
CP0005761,C004226,A0004316,ATM Issue,Call Center,2025-08-15 19:00:00,High,Account Ops,Pending,,,Open,No,ATM/Network
CP0005762,C001850,A0002624,Digital Banking Issue,Call Center,2024-08-02 12:00:00,Low,Account Ops,Resolved,2024-08-06 11:00:00,95.0,Breached,Yes,App/System
CP0005763,C003309,A0005618,Transaction Failure,Mobile App,2024-06-20 06:00:00,Medium,Digital Support,Resolved,2024-06-22 06:00:00,48.0,Within SLA,No,System/Network
CP0005764,C000862,A0006321,Transaction Failure,Branch,2025-06-15 05:00:00,Medium,Cards Team,Resolved,2025-06-16 11:00:00,30.0,Within SLA,No,System/Network
CP0005765,C000121,A0001164,Digital Banking Issue,Mobile App,2025-11-08 04:00:00,Low,Payments Team,Resolved,2025-11-09 13:00:00,33.0,Within SLA,No,App/System
CP0005766,C001125,A0001760,Account Issue,Mobile App,2024-11-17 15:00:00,Low,Account Ops,Resolved,2024-11-20 15:00:00,72.0,Breached,Yes,Operations
CP0005767,C002498,A0001238,Card Issue,Web,2026-05-26 07:00:00,Medium,Payments Team,Pending,,,Open,No,Card Processing
CP0005768,C004396,A0003670,Transaction Failure,Call Center,2024-01-02 00:00:00,High,Payments Team,Pending,,,Open,No,System/Network
CP0005769,C003233,A0005661,ATM Issue,Email,2025-05-29 12:00:00,Medium,Payments Team,Resolved,2025-05-30 01:00:00,13.0,Within SLA,No,ATM/Network
CP0005770,C002598,A0000829,Card Issue,Email,2025-05-22 03:00:00,Medium,Branch Ops,Resolved,2025-05-22 15:00:00,12.0,Within SLA,No,Card Processing
CP0005771,C004970,A0000032,Billing/Charges,Mobile App,2025-12-15 06:00:00,High,Account Ops,Resolved,2025-12-16 09:00:00,27.0,Within SLA,No,Fee/Charge Dispute
CP0005772,C004414,A0000667,Transaction Failure,Mobile App,2025-01-03 19:00:00,Low,Branch Ops,In Progress,,,Open,No,System/Network
CP0005773,C002818,A0000143,Transaction Failure,Call Center,2024-07-02 01:00:00,Medium,Cards Team,Resolved,2024-07-04 09:00:00,56.0,Within SLA,No,System/Network
CP0005774,C002338,A0001000,Digital Banking Issue,Email,2026-03-07 17:00:00,Critical,Digital Support,Resolved,2026-03-10 00:00:00,55.0,Breached,Yes,App/System
CP0005775,C003654,A0002260,Digital Banking Issue,Call Center,2024-06-26 13:00:00,High,Payments Team,Pending,,,Open,No,App/System
CP0005776,C002738,A0005178,Digital Banking Issue,Branch,2026-02-16 12:00:00,Medium,Digital Support,Resolved,2026-02-18 16:00:00,52.0,Breached,Yes,App/System
CP0005777,C000470,A0006043,Card Issue,Email,2025-06-02 10:00:00,Medium,Payments Team,Resolved,2025-06-03 06:00:00,20.0,Within SLA,No,Card Processing
CP0005778,C001529,A0004028,Digital Banking Issue,Call Center,2026-02-23 11:00:00,Low,Account Ops,Resolved,2026-02-25 08:00:00,45.0,Breached,Yes,App/System
CP0005779,C002099,A0003401,Card Issue,Web,2025-12-25 03:00:00,Medium,Cards Team,Closed,2025-12-26 09:00:00,30.0,Within SLA,No,Card Processing
CP0005780,C001252,A0002783,Unauthorized Transaction,Branch,2024-12-25 05:00:00,Medium,Branch Ops,Resolved,2024-12-25 18:00:00,13.0,Within SLA,No,Fraud/Security
CP0005781,C004940,A0000707,Unauthorized Transaction,Mobile App,2025-12-13 15:00:00,High,Cards Team,Resolved,2025-12-17 00:00:00,81.0,Breached,Yes,Fraud/Security
CP0005782,C004909,A0004033,Billing/Charges,Branch,2025-04-18 04:00:00,High,Digital Support,Pending,,,Open,No,Fee/Charge Dispute
CP0005783,C004710,A0003635,Account Issue,Branch,2024-12-16 18:00:00,Medium,Payments Team,Resolved,2024-12-17 15:00:00,21.0,Within SLA,No,Operations
CP0005784,C001852,A0004833,ATM Issue,Mobile App,2026-01-23 21:00:00,Medium,Digital Support,Closed,2026-01-24 07:00:00,10.0,Within SLA,No,ATM/Network
CP0005785,C001230,A0000406,Card Issue,Branch,2026-01-05 08:00:00,High,Account Ops,Resolved,2026-01-07 10:00:00,50.0,Breached,Yes,Card Processing
CP0005786,C003709,A0003898,Billing/Charges,Email,2024-11-01 13:00:00,Medium,Account Ops,Pending,,,Open,No,Fee/Charge Dispute
CP0005787,C004871,A0005868,ATM Issue,Email,2025-08-14 06:00:00,Low,Branch Ops,In Progress,,,Open,No,ATM/Network
CP0005788,C004206,A0003202,Card Issue,Branch,2024-11-14 15:00:00,Low,Account Ops,Closed,2024-11-16 04:00:00,37.0,Within SLA,No,Card Processing
CP0005789,C003434,A0000347,ATM Issue,Call Center,2026-05-08 00:00:00,Medium,Account Ops,Closed,2026-05-09 20:00:00,44.0,Within SLA,No,ATM/Network
CP0005790,C003859,A0005789,Account Issue,Branch,2025-06-04 22:00:00,Low,Cards Team,Resolved,2025-06-06 05:00:00,31.0,Within SLA,No,Operations
CP0005791,C001083,A0000249,Unauthorized Transaction,Call Center,2026-03-08 03:00:00,High,Digital Support,Resolved,2026-03-10 09:00:00,54.0,Breached,Yes,Fraud/Security
CP0005792,C002590,A0001152,Unauthorized Transaction,Mobile App,2025-05-15 20:00:00,Medium,Payments Team,Resolved,2025-05-17 04:00:00,32.0,Within SLA,No,Fraud/Security
CP0005793,C002998,A0005265,Digital Banking Issue,Web,2024-07-08 11:00:00,Medium,Cards Team,Closed,2024-07-12 05:00:00,90.0,Breached,Yes,App/System
CP0005794,C001369,A0001254,Card Issue,Branch,2024-01-23 06:00:00,Medium,Payments Team,Closed,2024-01-23 10:00:00,4.0,Within SLA,No,Card Processing
CP0005795,C004743,A0001922,Card Issue,Call Center,2024-10-12 02:00:00,Medium,Digital Support,Resolved,2024-10-14 00:00:00,46.0,Within SLA,No,Card Processing
CP0005796,C004047,A0003134,Card Issue,Email,2026-02-20 20:00:00,Medium,Account Ops,Closed,2026-02-22 09:00:00,37.0,Within SLA,No,Card Processing
CP0005797,C004586,A0003013,Digital Banking Issue,Web,2026-06-28 14:00:00,Medium,Cards Team,Closed,2026-06-29 20:00:00,30.0,Breached,Yes,App/System
CP0005798,C000976,A0003504,Transaction Failure,Branch,2025-12-05 21:00:00,High,Account Ops,Resolved,2025-12-09 06:00:00,81.0,Breached,Yes,System/Network
CP0005799,C000050,A0002322,Billing/Charges,Email,2026-03-05 11:00:00,High,Cards Team,Pending,,,Open,No,Fee/Charge Dispute
CP0005800,C000326,A0001645,Transaction Failure,Mobile App,2026-04-21 19:00:00,Medium,Payments Team,Resolved,2026-04-26 02:00:00,103.0,Breached,Yes,System/Network
CP0005801,C004060,A0000828,Unauthorized Transaction,Branch,2024-10-31 14:00:00,Medium,Cards Team,Closed,2024-11-04 02:00:00,84.0,Breached,Yes,Fraud/Security
CP0005802,C001270,A0001246,Card Issue,Web,2024-10-01 11:00:00,High,Cards Team,Resolved,2024-10-03 03:00:00,40.0,Within SLA,No,Card Processing
CP0005803,C001825,A0001837,Digital Banking Issue,Email,2024-12-12 07:00:00,Medium,Cards Team,Closed,2024-12-15 16:00:00,81.0,Breached,Yes,App/System
CP0005804,C000102,A0002692,ATM Issue,Call Center,2026-04-05 14:00:00,Medium,Branch Ops,Resolved,2026-04-07 07:00:00,41.0,Within SLA,No,ATM/Network
CP0005805,C001989,A0001625,Billing/Charges,Branch,2024-01-03 20:00:00,High,Payments Team,Resolved,2024-01-04 10:00:00,14.0,Within SLA,No,Fee/Charge Dispute
CP0005806,C000710,A0002181,ATM Issue,Call Center,2024-03-05 07:00:00,Medium,Digital Support,Pending,,,Open,No,ATM/Network
CP0005807,C004024,A0004266,Billing/Charges,Mobile App,2025-11-16 12:00:00,Medium,Branch Ops,In Progress,,,Open,No,Fee/Charge Dispute
CP0005808,C002743,A0006207,Account Issue,Mobile App,2026-03-06 18:00:00,Medium,Branch Ops,In Progress,,,Open,No,Operations
CP0005809,C000033,A0002881,Transaction Failure,Branch,2025-02-07 14:00:00,Medium,Payments Team,Resolved,2025-02-10 13:00:00,71.0,Breached,Yes,System/Network
CP0005810,C001649,A0006468,Account Issue,Branch,2024-10-13 07:00:00,Medium,Branch Ops,Pending,,,Open,No,Operations
CP0005811,C003187,A0005611,Unauthorized Transaction,Branch,2024-03-28 21:00:00,High,Account Ops,Closed,2024-03-31 08:00:00,59.0,Breached,Yes,Fraud/Security
CP0005812,C004763,A0000509,Transaction Failure,Call Center,2024-03-31 09:00:00,Medium,Cards Team,Resolved,2024-04-01 17:00:00,32.0,Within SLA,No,System/Network
CP0005813,C002426,A0004977,Digital Banking Issue,Email,2024-07-04 22:00:00,High,Cards Team,Resolved,2024-07-06 18:00:00,44.0,Within SLA,No,App/System
CP0005814,C001782,A0003704,Billing/Charges,Mobile App,2026-02-11 06:00:00,Medium,Branch Ops,Closed,2026-02-12 16:00:00,34.0,Within SLA,No,Fee/Charge Dispute
CP0005815,C000366,A0000954,Unauthorized Transaction,Mobile App,2026-03-16 14:00:00,Medium,Cards Team,Resolved,2026-03-17 23:00:00,33.0,Breached,Yes,Fraud/Security
CP0005816,C002505,A0001325,ATM Issue,Web,2024-09-22 21:00:00,Medium,Cards Team,Resolved,2024-09-25 16:00:00,67.0,Breached,Yes,ATM/Network
CP0005817,C001564,A0002208,Billing/Charges,Mobile App,2024-07-26 11:00:00,Medium,Account Ops,Resolved,2024-07-28 03:00:00,40.0,Within SLA,No,Fee/Charge Dispute
CP0005818,C003402,A0001631,ATM Issue,Email,2026-01-22 00:00:00,High,Digital Support,Resolved,2026-01-24 08:00:00,56.0,Breached,Yes,ATM/Network
CP0005819,C002929,A0003358,Transaction Failure,Call Center,2025-08-05 09:00:00,Medium,Branch Ops,Resolved,2025-08-07 03:00:00,42.0,Breached,Yes,System/Network
CP0005820,C004567,A0002723,Transaction Failure,Mobile App,2024-11-03 08:00:00,Medium,Account Ops,Resolved,2024-11-03 19:00:00,11.0,Within SLA,No,System/Network
CP0005821,C001144,A0005652,Transaction Failure,Branch,2025-11-21 00:00:00,Medium,Digital Support,Resolved,2025-11-21 14:00:00,14.0,Within SLA,No,System/Network
CP0005822,C004350,A0003941,Card Issue,Call Center,2024-02-18 17:00:00,High,Account Ops,Resolved,2024-02-20 16:00:00,47.0,Breached,Yes,Card Processing
CP0005823,C003496,A0005980,Unauthorized Transaction,Call Center,2025-11-22 12:00:00,Medium,Cards Team,Resolved,2025-11-23 01:00:00,13.0,Within SLA,No,Fraud/Security
CP0005824,C004495,A0000949,Transaction Failure,Call Center,2025-02-27 14:00:00,Medium,Account Ops,Closed,2025-02-28 02:00:00,12.0,Within SLA,No,System/Network
CP0005825,C002068,A0001598,Card Issue,Call Center,2025-06-03 21:00:00,Medium,Payments Team,Pending,,,Open,No,Card Processing
CP0005826,C004670,A0003079,Card Issue,Mobile App,2026-04-14 03:00:00,Critical,Cards Team,Pending,,,Open,No,Card Processing
CP0005827,C004366,A0004704,Account Issue,Call Center,2025-08-27 06:00:00,High,Payments Team,In Progress,,,Open,No,Operations
CP0005828,C001737,A0004679,Billing/Charges,Call Center,2025-10-04 19:00:00,High,Branch Ops,Resolved,2025-10-07 18:00:00,71.0,Breached,Yes,Fee/Charge Dispute
CP0005829,C002920,A0000861,Unauthorized Transaction,Web,2024-01-06 21:00:00,Medium,Payments Team,Resolved,2024-01-08 05:00:00,32.0,Within SLA,No,Fraud/Security
CP0005830,C002066,A0006294,Card Issue,Mobile App,2024-05-04 05:00:00,Medium,Digital Support,Resolved,2024-05-06 23:00:00,66.0,Breached,Yes,Card Processing
CP0005831,C001015,A0002843,ATM Issue,Mobile App,2025-08-18 23:00:00,Medium,Account Ops,Resolved,2025-08-20 09:00:00,34.0,Within SLA,No,ATM/Network
CP0005832,C001934,A0002503,Billing/Charges,Web,2025-06-24 04:00:00,High,Digital Support,Resolved,2025-06-25 07:00:00,27.0,Breached,Yes,Fee/Charge Dispute
CP0005833,C000119,A0000440,Card Issue,Email,2026-05-12 09:00:00,Low,Branch Ops,Resolved,2026-05-13 13:00:00,28.0,Within SLA,No,Card Processing
CP0005834,C004388,A0005832,Unauthorized Transaction,Call Center,2024-06-22 01:00:00,Critical,Account Ops,Pending,,,Open,No,Fraud/Security
CP0005835,C002293,A0004162,Transaction Failure,Mobile App,2026-04-24 17:00:00,High,Branch Ops,Resolved,2026-04-27 17:00:00,72.0,Breached,Yes,System/Network
CP0005836,C004352,A0006111,Account Issue,Web,2025-07-24 09:00:00,Medium,Cards Team,Resolved,2025-07-24 18:00:00,9.0,Within SLA,No,Operations
